concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.029310344827586206,0.056132717055362345,0.029310344827586206,0.029287322046620323,1771679,2320,275
medication,0.010516689529035207,0.013612502672859326,0.010516689529035207,0.009770165567309013,137331,2187,443
respiratory,0.027820710973724884,0.05756513021582573,0.027820710973724884,0.030536916566989068,36807064,647,109
hemodynamics,0.010917030567685589,0.014737991266375544,0.010917030567685589,0.011417985217111853,16397610,458,60
fluid balance,0.030555555555555555,0.03627444345830918,0.030555555555555555,0.025944202349186523,939716,360,25
infectiology,0.015267175572519083,0.0031552162849872775,0.015267175572519083,0.004947695787390444,1768200,131,27
neurology,0.0,0.0,0.0,0.0,131419,118,14
renal replacement therapy,0.03669724770642202,0.041666666666666664,0.03669724770642202,0.03870685889034513,1229422,109,28
clinical score,0.042105263157894736,0.045933014354066985,0.042105263157894736,0.04163110478899953,1039452,95,26
sofa score,0.13333333333333333,0.1611111111111111,0.13333333333333333,0.1366666666666667,235894,60,27
demographics,0.0,0.0,0.0,0.0,24079,47,9
position,0.025,0.007092198581560283,0.025,0.011049723756906077,56552,40,1
nice data,0.05263157894736842,0.039473684210526314,0.05263157894736842,0.043859649122807015,1919,38,29
lda,0.0,0.0,0.0,0.0,1369,30,6
admission information,0.0,0.0,0.0,0.0,2349,11,5
