concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.0024937655860349127,0.0071487946799667496,0.0024937655860349127,0.0033487709298183114,121849,2005,438
laboratory value,0.0021609940572663426,0.0014470942347765685,0.0021609940572663426,0.0016207455429497568,1706461,1851,274
respiratory,0.01417004048582996,0.027511961722488036,0.01417004048582996,0.017641388539221356,35387626,494,109
fluid balance,0.0,0.0,0.0,0.0,726065,283,25
hemodynamics,0.003787878787878788,0.002272727272727273,0.003787878787878788,0.002840909090909091,16354785,264,60
renal replacement therapy,0.0,0.0,0.0,0.0,1229422,109,28
infectiology,0.0,0.0,0.0,0.0,1762589,106,26
clinical score,0.0,0.0,0.0,0.0,1024506,75,26
neurology,0.0,0.0,0.0,0.0,116572,68,11
sofa score,0.0,0.0,0.0,0.0,235894,60,27
demographics,0.0,0.0,0.0,0.0,23967,42,8
position,0.0,0.0,0.0,0.0,56456,39,1
nice data,0.05263157894736842,0.14035087719298245,0.05263157894736842,0.07655502392344497,1919,38,29
lda,0.0,0.0,0.0,0.0,1369,30,6
admission information,0.0,0.0,0.0,0.0,2349,11,5
