ehr_name,hospital_name,relevance,accuracy,precision,recall,f1,num_records,support,group_count
EPIC,8,overall,0.005,0.011,0.005,0.006,957682,1240,493
EPIC,8,relevant,0.005,0.011,0.005,0.006,957682,1240,493
EPIC,23,overall,0.007,0.017,0.007,0.009,450566,965,437
EPIC,23,relevant,0.007,0.017,0.007,0.009,450566,965,437
EPIC,27,overall,0.006,0.017,0.006,0.007,3509438,1897,733
EPIC,27,relevant,0.006,0.017,0.006,0.007,3509438,1897,733
HIX,9,overall,0.000,0.000,0.000,0.000,640144,1247,541
HIX,9,relevant,0.000,0.000,0.000,0.000,640144,1247,541
MV,15,overall,0.010,0.012,0.010,0.010,28744004,388,282
MV,15,relevant,0.010,0.012,0.010,0.010,28744004,388,282
MV,17,overall,0.019,0.039,0.019,0.022,26090128,474,357
MV,17,relevant,0.019,0.039,0.019,0.022,26090128,474,357
