concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.015,0.027,0.015,0.015,1769485,2261,275
medication,0.004,0.012,0.004,0.004,134430,2177,443
respiratory,0.017,0.028,0.017,0.017,36805738,601,109
hemodynamics,0.007,0.004,0.007,0.005,16390757,414,60
fluid balance,0.020,0.009,0.020,0.009,935758,353,25
infectiology,0.016,0.013,0.016,0.014,1766645,125,27
neurology,0.000,0.000,0.000,0.000,131116,112,14
renal replacement therapy,0.028,0.026,0.028,0.025,1229422,109,28
clinical score,0.000,0.000,0.000,0.000,1038568,93,26
sofa score,0.083,0.069,0.083,0.066,235894,60,27
demographics,0.043,0.021,0.043,0.028,24079,47,9
position,0.000,0.000,0.000,0.000,56552,40,1
nice data,0.000,0.000,0.000,0.000,1919,38,29
lda,0.033,0.067,0.033,0.044,1369,30,6
admission information,0.000,0.000,0.000,0.000,2349,11,5
