concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.0,0.0,0.0,0.0,111708,1841,427
laboratory value,0.0006031363088057901,0.00015078407720144752,0.0006031363088057901,0.00024125452352231607,1688667,1658,272
respiratory,0.00425531914893617,0.013191489361702127,0.00425531914893617,0.005867182462927144,34658510,470,107
hemodynamics,0.004081632653061225,0.00510204081632653,0.004081632653061225,0.0045351473922902496,16340661,245,58
fluid balance,0.0,0.0,0.0,0.0,634054,235,25
renal replacement therapy,0.009433962264150943,0.0037735849056603774,0.009433962264150943,0.005390835579514826,1228867,106,28
infectiology,0.0,0.0,0.0,0.0,1651575,94,25
clinical score,0.014492753623188406,0.10144927536231885,0.014492753623188406,0.025362318840579712,1017883,69,26
sofa score,0.0,0.0,0.0,0.0,234649,57,27
neurology,0.0,0.0,0.0,0.0,108218,54,11
demographics,0.0,0.0,0.0,0.0,21412,39,8
nice data,0.0,0.0,0.0,0.0,1919,38,29
position,0.0,0.0,0.0,0.0,56314,36,1
lda,0.0,0.0,0.0,0.0,1369,30,6
admission information,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,2349,11,5
