concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.029,0.056,0.029,0.029,1771679,2320,275
medication,0.011,0.014,0.011,0.010,137331,2187,443
respiratory,0.028,0.058,0.028,0.031,36807064,647,109
hemodynamics,0.011,0.015,0.011,0.011,16397610,458,60
fluid balance,0.031,0.036,0.031,0.026,939716,360,25
infectiology,0.015,0.003,0.015,0.005,1768200,131,27
neurology,0.000,0.000,0.000,0.000,131419,118,14
renal replacement therapy,0.037,0.042,0.037,0.039,1229422,109,28
clinical score,0.042,0.046,0.042,0.042,1039452,95,26
sofa score,0.133,0.161,0.133,0.137,235894,60,27
demographics,0.000,0.000,0.000,0.000,24079,47,9
position,0.025,0.007,0.025,0.011,56552,40,1
nice data,0.053,0.039,0.053,0.044,1919,38,29
lda,0.000,0.000,0.000,0.000,1369,30,6
admission information,0.000,0.000,0.000,0.000,2349,11,5
