concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.0,0.0,0.0,0.0,119492,1927,432
laboratory value,0.00340522133938706,0.005013242527430949,0.00340522133938706,0.0038015963101093635,1703264,1762,273
respiratory,0.006198347107438017,0.0253099173553719,0.006198347107438017,0.00811837382085316,35351045,484,108
fluid balance,0.0,0.0,0.0,0.0,664891,258,25
hemodynamics,0.004,0.0024000000000000002,0.004,0.003,16341242,250,59
renal replacement therapy,0.0,0.0,0.0,0.0,1229057,107,28
infectiology,0.009708737864077669,0.043689320388349516,0.009708737864077669,0.01588702559576346,1762481,103,26
clinical score,0.0,0.0,0.0,0.0,1017907,72,26
neurology,0.0,0.0,0.0,0.0,111997,60,11
sofa score,0.0,0.0,0.0,0.0,235479,59,27
demographics,0.0,0.0,0.0,0.0,21412,39,8
nice data,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.042105263157894736,1919,38,29
position,0.0,0.0,0.0,0.0,56394,38,1
lda,0.0,0.0,0.0,0.0,1369,30,6
admission information,0.0,0.0,0.0,0.0,2349,11,5
