concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.000,0.000,0.000,0.000,130423,2133,442
laboratory value,0.009,0.020,0.009,0.009,1740957,2054,274
respiratory,0.002,0.003,0.002,0.002,35475411,536,109
hemodynamics,0.000,0.000,0.000,0.000,16370856,311,60
fluid balance,0.010,0.003,0.010,0.004,739038,305,25
infectiology,0.000,0.000,0.000,0.000,1763232,116,27
renal replacement therapy,0.000,0.000,0.000,0.000,1229422,109,28
clinical score,0.000,0.000,0.000,0.000,1033618,84,26
neurology,0.000,0.000,0.000,0.000,117799,79,13
sofa score,0.000,0.000,0.000,0.000,235894,60,27
demographics,0.000,0.000,0.000,0.000,23977,44,9
position,0.000,0.000,0.000,0.000,56456,39,1
nice data,0.026,0.070,0.026,0.038,1919,38,29
lda,0.000,0.000,0.000,0.000,1369,30,6
admission information,0.000,0.000,0.000,0.000,2349,11,5
