concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.00046882325363338024,0.00046882325363338024,0.00046882325363338024,0.00046882325363338024,130423,2133,442
laboratory value,0.009250243427458617,0.02036212732415264,0.009250243427458617,0.008617332035053556,1740957,2054,274
respiratory,0.0018656716417910447,0.002798507462686567,0.0018656716417910447,0.002238805970149254,35475411,536,109
hemodynamics,0.0,0.0,0.0,0.0,16370856,311,60
fluid balance,0.009836065573770493,0.0027595628415300545,0.009836065573770493,0.004042878681258624,739038,305,25
infectiology,0.0,0.0,0.0,0.0,1763232,116,27
renal replacement therapy,0.0,0.0,0.0,0.0,1229422,109,28
clinical score,0.0,0.0,0.0,0.0,1033618,84,26
neurology,0.0,0.0,0.0,0.0,117799,79,13
sofa score,0.0,0.0,0.0,0.0,235894,60,27
demographics,0.0,0.0,0.0,0.0,23977,44,9
position,0.0,0.0,0.0,0.0,56456,39,1
nice data,0.02631578947368421,0.07017543859649122,0.02631578947368421,0.03827751196172249,1919,38,29
lda,0.0,0.0,0.0,0.0,1369,30,6
admission information,0.0,0.0,0.0,0.0,2349,11,5
