concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.0,0.0,0.0,0.0,127054,2069,439
laboratory value,0.006150691952844695,0.01940704113526497,0.006150691952844695,0.006642470903504683,1730767,1951,274
respiratory,0.005836575875486381,0.020900500277932183,0.005836575875486381,0.005482844004244783,35408626,514,109
fluid balance,0.0,0.0,0.0,0.0,738191,302,25
hemodynamics,0.0035211267605633804,0.008802816901408451,0.0035211267605633804,0.0050301810865191155,16359741,284,60
infectiology,0.0,0.0,0.0,0.0,1762753,112,26
renal replacement therapy,0.0,0.0,0.0,0.0,1229422,109,28
clinical score,0.0,0.0,0.0,0.0,1033535,78,26
neurology,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.018779342723004695,116579,71,11
sofa score,0.0,0.0,0.0,0.0,235894,60,27
demographics,0.0,0.0,0.0,0.0,23967,42,8
position,0.02564102564102564,0.0056179775280898875,0.02564102564102564,0.009216589861751152,56456,39,1
nice data,0.02631578947368421,0.21052631578947367,0.02631578947368421,0.04678362573099415,1919,38,29
lda,0.03333333333333333,0.1,0.03333333333333333,0.05,1369,30,6
admission information,0.0,0.0,0.0,0.0,2349,11,5
