ehr_name,hospital_name,relevance,accuracy,precision,recall,f1,num_records,support,group_count
EPIC,8,overall,0.0017064846416382253,0.0010328722830968205,0.0017064846416382253,0.0011500222584953257,932877,1172,488
EPIC,8,relevant,0.0017064846416382253,0.0010328722830968205,0.0017064846416382253,0.0011500222584953257,932877,1172,488
EPIC,23,overall,0.005230125523012552,0.0033032371724289805,0.005230125523012552,0.0037720299226575377,450476,956,437
EPIC,23,relevant,0.005230125523012552,0.0033032371724289805,0.005230125523012552,0.0037720299226575377,450476,956,437
EPIC,27,overall,0.0033112582781456954,0.007427336276674025,0.0033112582781456954,0.003479887171940152,3401369,1812,733
EPIC,27,relevant,0.0033112582781456954,0.007427336276674025,0.0033112582781456954,0.003479887171940152,3401369,1812,733
HIX,9,overall,0.005212858384013901,0.00570932108725332,0.005212858384013901,0.004681919104160634,625210,1151,537
HIX,9,relevant,0.005212858384013901,0.00570932108725332,0.005212858384013901,0.004681919104160634,625210,1151,537
MV,15,overall,0.0,0.0,0.0,0.0,27428980,387,281
MV,15,relevant,0.0,0.0,0.0,0.0,27428980,387,281
MV,17,overall,0.012738853503184714,0.01875442321302194,0.012738853503184714,0.01295116772823779,26083808,471,356
MV,17,relevant,0.012738853503184714,0.01875442321302194,0.012738853503184714,0.01295116772823779,26083808,471,356
