concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.021014346332592443,0.1795801541193973,0.021014346332592443,0.026736563050959807,1786838,4949,322
medication,0.004794520547945206,0.025669010977230153,0.004794520547945206,0.006358061741382208,753648,4380,691
respiratory,0.009830908375933936,0.06255174524762394,0.009830908375933936,0.014041033124770595,95661009,2543,122
fluid balance,0.004893238434163701,0.04006604469237922,0.004893238434163701,0.006166928122184298,830277,2248,27
hemodynamics,0.0028735632183908046,0.005767651888341543,0.0028735632183908046,0.003478624992316676,37998681,1044,63
nice data,0.026217228464419477,0.034344895064274475,0.026217228464419477,0.026022644108657282,53139,267,59
neurology,0.011406844106463879,0.0379363982025579,0.011406844106463879,0.01722168832434992,494339,263,13
infectiology,0.011627906976744186,0.1180996006577402,0.011627906976744186,0.01964639710652301,2706751,258,28
renal replacement therapy,0.0,0.0,0.0,0.0,6990543,247,39
clinical score,0.020618556701030927,0.015875061364752086,0.020618556701030927,0.017269528867467014,1491185,194,28
position,0.0,0.0,0.0,0.0,72665,151,4
demographics,0.04316546762589928,0.020383693045563547,0.04316546762589928,0.026927029804727647,30276,139,11
admission information,0.01639344262295082,0.0008335648791330926,0.01639344262295082,0.0015864621893178213,16559,61,9
lda,0.047619047619047616,0.026455026455026457,0.047619047619047616,0.03401360544217687,920,42,7
sofa score,0.0,0.0,0.0,0.0,105654,42,27
