concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.021,0.180,0.021,0.027,1786838,4949,322
medication,0.005,0.026,0.005,0.006,753648,4380,691
respiratory,0.010,0.063,0.010,0.014,95661009,2543,122
fluid balance,0.005,0.040,0.005,0.006,830277,2248,27
hemodynamics,0.003,0.006,0.003,0.003,37998681,1044,63
nice data,0.026,0.034,0.026,0.026,53139,267,59
neurology,0.011,0.038,0.011,0.017,494339,263,13
infectiology,0.012,0.118,0.012,0.020,2706751,258,28
renal replacement therapy,0.000,0.000,0.000,0.000,6990543,247,39
clinical score,0.021,0.016,0.021,0.017,1491185,194,28
position,0.000,0.000,0.000,0.000,72665,151,4
demographics,0.043,0.020,0.043,0.027,30276,139,11
admission information,0.016,0.001,0.016,0.002,16559,61,9
lda,0.048,0.026,0.048,0.034,920,42,7
sofa score,0.000,0.000,0.000,0.000,105654,42,27
