concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.08225836604972891,0.2132167852114943,0.08225836604972891,0.07991555576501502,2765665,5349,323
medication,0.03207988102825579,0.07126022900155955,0.03207988102825579,0.03257198473531772,826166,4707,695
respiratory,0.08856944122420589,0.10672551847076986,0.08856944122420589,0.0849657622466651,97202017,4313,123
fluid balance,0.10077204388459976,0.12815433054278166,0.10077204388459976,0.10394059227358134,880054,2461,28
hemodynamics,0.09753539590980598,0.18391325988459975,0.09753539590980598,0.12036276551536382,38102184,1907,63
infectiology,0.0975609756097561,0.09855059430396541,0.0975609756097561,0.0841736564761167,2724563,287,28
neurology,0.12142857142857143,0.34240777080062795,0.12142857142857143,0.1374435403138508,530058,280,13
nice data,0.04477611940298507,0.07662169919632607,0.04477611940298507,0.03927333031810643,53227,268,59
clinical score,0.07954545454545454,0.13266074203574205,0.07954545454545454,0.09239139334950387,1519771,264,28
renal replacement therapy,0.055776892430278883,0.0690254853601467,0.055776892430278883,0.04569854194086968,6993543,251,39
position,0.02564102564102564,0.01018981018981019,0.02564102564102564,0.014583929082070348,72969,156,4
demographics,0.10204081632653061,0.2215419501133787,0.10204081632653061,0.13079880781744135,31050,147,11
admission information,0.0,0.0,0.0,0.0,16559,61,9
sofa score,0.2127659574468085,0.08159712627797734,0.2127659574468085,0.08973473335175462,109769,47,27
lda,0.2619047619047619,0.18095238095238095,0.2619047619047619,0.20947802197802204,920,42,7
