concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.023524799059008037,0.13238331392804895,0.023524799059008037,0.027590728738658633,1808326,5101,323
medication,0.007484041382346467,0.02325332152804183,0.007484041382346467,0.008770127768483411,789823,4543,693
respiratory,0.015415549597855228,0.04113817156455535,0.015415549597855228,0.01966699182067615,97183302,2984,122
fluid balance,0.020718816067653276,0.08729293626646312,0.020718816067653276,0.03084228203691851,865058,2365,28
hemodynamics,0.008583690987124463,0.008022217740051726,0.008583690987124463,0.007325851703534107,38023154,1165,63
infectiology,0.032846715328467155,0.08880778588807785,0.032846715328467155,0.04382172761784377,2724053,274,28
neurology,0.03296703296703297,0.25502958579881657,0.03296703296703297,0.05453427973643608,518762,273,13
nice data,0.029850746268656716,0.052470261474581975,0.029850746268656716,0.03390784174366264,53227,268,59
renal replacement therapy,0.012048192771084338,0.11550965767833238,0.012048192771084338,0.017609899055682186,6992009,249,39
clinical score,0.00909090909090909,0.016891891891891893,0.00909090909090909,0.008686868686868687,1516946,220,28
position,0.07792207792207792,0.007461150137117164,0.07792207792207792,0.01361832611832612,72865,154,4
demographics,0.013793103448275862,0.017832512315270933,0.013793103448275862,0.012778226271479644,30880,145,11
admission information,0.0,0.0,0.0,0.0,16559,61,9
sofa score,0.0,0.0,0.0,0.0,106069,43,27
lda,0.023809523809523808,0.00020662470595714922,0.023809523809523808,0.00040969399010431444,920,42,7
