concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.0009823182711198428,0.0033416362615773226,0.0009823182711198428,0.0010782420195872787,1494890,4072,317
medication,0.001589825119236884,0.0021631218151516416,0.001589825119236884,0.001577285694342748,509433,3145,641
fluid balance,0.0038398244651673065,0.10544036082160053,0.0038398244651673065,0.005690295898009182,616047,1823,25
respiratory,0.0,0.0,0.0,0.0,92837021,1276,116
hemodynamics,0.0,0.0,0.0,0.0,35972492,720,63
nice data,0.004048582995951417,0.020242914979757085,0.004048582995951417,0.006747638326585696,45383,247,55
renal replacement therapy,0.0,0.0,0.0,0.0,6771802,222,39
neurology,0.005050505050505051,0.045454545454545456,0.005050505050505051,0.00909090909090909,331823,198,12
infectiology,0.011235955056179775,0.003525005507821106,0.011235955056179775,0.00536261491317671,2502565,178,27
clinical score,0.0,0.0,0.0,0.0,1444828,145,28
position,0.0,0.0,0.0,0.0,61296,131,3
demographics,0.0,0.0,0.0,0.0,20403,77,11
admission information,0.0,0.0,0.0,0.0,16559,61,9
lda,0.0,0.0,0.0,0.0,759,36,7
sofa score,0.0,0.0,0.0,0.0,93674,30,22
