concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.007032967032967033,0.14560397242566686,0.007032967032967033,0.009904375482538471,1608106,4550,322
medication,0.003695881731784583,0.012054721495288962,0.003695881731784583,0.004431881877553965,631596,3788,673
fluid balance,0.00830078125,0.031541509833099904,0.00830078125,0.012523779703762984,708849,2048,26
respiratory,0.0016538037486218302,0.007472742864143084,0.0016538037486218302,0.0024921374460799006,94900145,1814,121
hemodynamics,0.007168458781362007,0.0017526710226200889,0.007168458781362007,0.0024669557563533743,36423196,837,63
nice data,0.01532567049808429,0.023864258347016967,0.01532567049808429,0.018028948488718603,52701,261,56
renal replacement therapy,0.029288702928870293,0.05572461011791556,0.029288702928870293,0.03766797281441633,6946065,239,39
neurology,0.0,0.0,0.0,0.0,413769,233,12
infectiology,0.0,0.0,0.0,0.0,2671182,214,28
clinical score,0.006172839506172839,0.012345679012345678,0.006172839506172839,0.008230452674897118,1453612,162,28
position,0.0,0.0,0.0,0.0,71387,146,3
demographics,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,27089,117,11
admission information,0.0,0.0,0.0,0.0,16559,61,9
lda,0.025,0.0625,0.025,0.03571428571428572,870,40,7
sofa score,0.0,0.0,0.0,0.0,97959,34,23
