,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,temperature_source_text,0.981,0.797,0.879,64,0.797,36261,infectiology,relevant
1,tracheostomy_size,1.000,0.857,0.923,7,0.857,1527,respiratory,relevant
2,gcs_motor,0.135,0.488,0.212,43,0.488,62331,neurology,relevant
3,gcs_eye,0.280,0.605,0.383,38,0.605,62941,neurology,relevant
4,gcs_verbal,0.667,0.571,0.615,42,0.571,60838,neurology,relevant
5,crrt_mode,0.170,0.500,0.254,16,0.500,263092,renal replacement therapy,relevant
6,type_administered_o2,0.512,0.376,0.434,444,0.376,82339,respiratory,relevant
7,fio2_hiflow,0.000,0.000,0.000,4,0.000,6962,respiratory,relevant
8,o2_flow_high_flow_oxygen,0.792,0.202,0.322,94,0.202,154280,respiratory,relevant
9,restrictive_policy,0.250,0.107,0.150,28,0.107,11867,admission information,relevant
10,lactate_dehydrogenase_unspecified,0.938,0.882,0.909,34,0.882,6138,laboratory value,relevant
11,cam_icu_score,0.684,0.929,0.788,14,0.929,24917,clinical score,relevant
12,amylase_unspecified,1.000,1.000,1.000,9,1.000,399,laboratory value,relevant
13,picco_pulse_pressure_variation,1.000,0.500,0.667,4,0.500,29726,hemodynamics,relevant
14,ultrafiltration_cvvh_measured,0.125,0.250,0.167,4,0.250,30867,renal replacement therapy,relevant
15,access_pressure_cvvh,0.226,0.500,0.311,14,0.500,58831,renal replacement therapy,relevant
16,return_pressure_cvvh,0.700,0.700,0.700,10,0.700,54209,renal replacement therapy,relevant
17,crrt_duration,0.000,0.000,0.000,1,0.000,498,renal replacement therapy,relevant
18,blood_flow_cvvh,1.000,0.409,0.581,22,0.409,529625,renal replacement therapy,relevant
19,effluent_pressure_cvvh,0.800,0.889,0.842,9,0.889,26220,renal replacement therapy,relevant
20,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
21,ultrafiltration_cvvh_set,0.175,0.412,0.246,17,0.412,523760,renal replacement therapy,relevant
22,citrate_dosage_cvvh,1.000,0.333,0.500,9,0.333,425036,renal replacement therapy,relevant
23,pain_score_text,0.875,0.636,0.737,55,0.636,48436,clinical score,relevant
24,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,182922,renal replacement therapy,relevant
25,extravascular_lung_water_index,0.667,0.800,0.727,10,0.800,1315,hemodynamics,relevant
26,global_end_diastolic_volume_index,0.162,0.462,0.240,13,0.462,12047,hemodynamics,relevant
27,procalcitonin_unspecified,1.000,0.696,0.821,23,0.696,11333,laboratory value,relevant
28,ntpro_bnp_unspecified,0.818,1.000,0.900,18,1.000,429,laboratory value,relevant
29,troponin_i_hs,0.000,0.000,0.000,8,0.000,1600,laboratory value,relevant
30,glucose_measured_unspecified,0.835,0.093,0.168,706,0.093,90550,laboratory value,relevant
31,vancomycin_level,0.435,0.769,0.556,13,0.769,669,laboratory value,relevant
32,nice_adm_source,0.000,0.000,0.000,14,0.000,7036,nice data,relevant
33,pain_score_bps,0.400,1.000,0.571,2,1.000,4371,clinical score,relevant
34,fluid_in_flush,0.643,0.432,0.516,146,0.432,6241,fluid balance,relevant
35,pupil_diameter_right,0.800,0.800,0.800,20,0.800,57165,neurology,relevant
36,end_tidal_co2_measured,0.909,0.976,0.941,41,0.976,3819258,respiratory,relevant
37,respiratory_rate_measured,0.182,0.100,0.129,20,0.100,2745787,respiratory,relevant
38,nice_covid19Status,0.000,0.000,0.000,5,0.000,2056,nice data,relevant
39,ph_arterial,1.000,0.121,0.216,33,0.121,58004,laboratory value,relevant
40,po2_unspecified,0.128,0.833,0.222,6,0.833,13515,laboratory value,relevant
41,pco2_unspecified,0.270,1.000,0.426,10,1.000,15054,laboratory value,relevant
42,base_excess_unspecified,0.400,0.118,0.182,17,0.118,42394,laboratory value,relevant
43,bicarbonate_actual_unspecified,0.310,0.812,0.448,16,0.812,35955,laboratory value,relevant
44,sodium_unspecified,0.288,0.944,0.442,18,0.944,8007,laboratory value,relevant
45,potassium_unspecified,0.200,1.000,0.333,13,1.000,8085,laboratory value,relevant
46,fio2_set,0.573,0.126,0.207,404,0.126,3858831,respiratory,relevant
47,peak_inspiratory_pressure,0.600,0.375,0.462,24,0.375,4444881,respiratory,relevant
48,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,1478863,respiratory,relevant
49,p01_measured,1.000,0.733,0.846,15,0.733,1945037,respiratory,relevant
50,arterial_bp_diastolic,0.069,0.400,0.118,10,0.400,4031569,hemodynamics,relevant
51,arterial_bp_mean,0.750,0.562,0.643,16,0.562,4254299,hemodynamics,relevant
52,arterial_bp_systolic,0.261,0.600,0.364,10,0.600,4032628,hemodynamics,relevant
53,cardiac_output_unspecified,1.000,0.154,0.267,13,0.154,6837,hemodynamics,relevant
54,central_venous_pressure,0.909,0.909,0.909,11,0.909,1497183,hemodynamics,relevant
55,heart_rate_unspecified,0.975,0.749,0.847,834,0.749,5260189,hemodynamics,relevant
56,nibp_diastolic,0.429,0.333,0.375,9,0.333,29407,hemodynamics,relevant
57,nibp_mean,0.833,0.278,0.417,18,0.278,79294,hemodynamics,relevant
58,nibp_systolic,0.667,0.182,0.286,11,0.182,38074,hemodynamics,relevant
59,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
60,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
61,pulmonary_artery_pressure_mean,0.000,0.000,0.000,5,0.000,17302,hemodynamics,relevant
62,pulmonary_wedge_pressure,1.000,1.000,1.000,4,1.000,88,hemodynamics,relevant
63,heart_rhythm_text,0.748,0.932,0.830,834,0.932,221731,hemodynamics,relevant
64,systemic_vascular_resistance_index,0.875,0.636,0.737,11,0.636,71092,hemodynamics,relevant
65,systemic_vascular_resistance,0.875,0.583,0.700,12,0.583,13995,hemodynamics,relevant
66,fluid_out_cvvh_dialysis,0.292,0.159,0.206,44,0.159,16053,fluid balance,relevant
67,stroke_volume_variation,0.667,0.667,0.667,12,0.667,77078,hemodynamics,relevant
68,fluid_out_urine,0.516,0.379,0.437,87,0.379,323019,fluid balance,relevant
69,fluid_out_defecation,0.774,0.375,0.505,64,0.375,20323,fluid balance,relevant
70,fluid_in_tube,0.596,0.313,0.411,316,0.313,79431,fluid balance,relevant
71,temperature_bladder,0.500,0.750,0.600,8,0.750,787487,infectiology,relevant
72,temperature_unspecified,0.407,0.921,0.565,38,0.921,866189,infectiology,relevant
73,temperature_core,1.000,0.600,0.750,5,0.600,10933,infectiology,relevant
74,fluid_out_emesis_retention,0.833,0.481,0.610,52,0.481,58512,fluid balance,relevant
75,stroke_volume_calculated,0.400,0.400,0.400,10,0.400,81031,hemodynamics,relevant
76,stroke_volume_index,1.000,0.400,0.571,15,0.400,89192,hemodynamics,relevant
77,inspiratory_pressure_above_peep,0.830,0.830,0.830,47,0.830,2927528,respiratory,relevant
78,respiratory_rate_measured_spontaneous,0.263,0.455,0.333,11,0.455,4335494,respiratory,relevant
79,respiratory_rate_measured_ventilator,0.444,0.222,0.296,18,0.222,3707588,respiratory,relevant
80,respiratory_rate_set,0.625,0.152,0.244,33,0.152,2526717,respiratory,relevant
81,peep_unspecified,0.000,0.000,0.000,4,0.000,803539,respiratory,relevant
82,vent_mode_manual,0.000,0.000,0.000,3,0.000,28,respiratory,relevant
83,fluid_out_other,0.608,0.529,0.566,85,0.529,2343,fluid balance,relevant
84,vent_mode,0.222,0.316,0.261,76,0.316,6207596,respiratory,relevant
