concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.0016188714153561516,0.008737473118305245,0.0016188714153561516,0.0018227850553784682,1556590,4324,320
medication,0.0008625646923519264,0.02223500095840521,0.0008625646923519264,0.0010276095382478361,576613,3478,656
fluid balance,0.0010471204188481676,0.014640732608981216,0.0010471204188481676,0.0017831133065961428,625392,1910,25
respiratory,0.003861003861003861,0.12212212212212213,0.003861003861003861,0.006372779898920055,94596830,1554,118
hemodynamics,0.0038363171355498722,0.00736135415264504,0.0038363171355498722,0.0034054762625012605,36260900,782,63
nice data,0.003968253968253968,0.006613756613756613,0.003968253968253968,0.00496031746031746,46186,252,56
renal replacement therapy,0.008658008658008658,0.00481000481000481,0.008658008658008658,0.006184291898577612,6920415,231,39
neurology,0.0,0.0,0.0,0.0,375278,217,12
infectiology,0.02,0.010049019607843136,0.02,0.012833333333333332,2670672,200,28
clinical score,0.013157894736842105,9.33184023889511e-05,0.013157894736842105,0.00018532246108228317,1449416,152,28
position,0.0070921985815602835,0.002587442527130917,0.0070921985815602835,0.0037915984724495363,66223,141,3
demographics,0.02,0.018444444444444444,0.02,0.01819327731092437,23645,100,11
admission information,0.0,0.0,0.0,0.0,16559,61,9
lda,0.0,0.0,0.0,0.0,864,39,7
sofa score,0.0,0.0,0.0,0.0,95379,32,23
