concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.027366863905325445,0.09988839234401363,0.027366863905325445,0.02840826300560782,2195329,1352,196
respiratory,0.017135862913096694,0.05778892669957541,0.017135862913096694,0.01754282396640237,89218524,817,101
unmapped,0.0037267080745341614,0.030927835051546393,0.0037267080745341614,0.006651884700665189,25893889,805,1
hemodynamics,0.006269592476489028,0.00877742946708464,0.006269592476489028,0.007314524555903866,39809529,319,54
fluid balance,0.013029315960912053,0.014712269272529858,0.013029315960912053,0.012373962472682035,988148,307,18
renal replacement therapy,0.0,0.0,0.0,0.0,6545465,203,26
medication,0.0,0.0,0.0,0.0,287343,170,72
infectiology,0.0,0.0,0.0,0.0,2623565,85,14
clinical score,0.017543859649122806,0.06432748538011696,0.017543859649122806,0.027568922305764413,1205257,57,13
demographics,0.0,0.0,0.0,0.0,857839,47,6
sofa score,0.0,0.0,0.0,0.0,21602,28,10
neurology,0.05263157894736842,0.017543859649122806,0.05263157894736842,0.02631578947368421,49457,19,5
