,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.647,0.880,0.746,25,0.880,0.880,51348,laboratory value,relevant
1,unmapped,0.466,0.833,0.598,1428,0.833,0.833,29654188,unmapped,irrelevant
2,fio2_hiflow,0.000,0.000,0.000,3,0.000,0.000,5723,respiratory,relevant
3,o2_flow_high_flow_oxygen,1.000,0.214,0.353,14,0.214,0.214,149827,respiratory,relevant
4,lactate_dehydrogenase_unspecified,0.955,0.808,0.875,26,0.808,0.808,16864,laboratory value,relevant
5,amylase_unspecified,0.750,1.000,0.857,3,1.000,1.000,1161,laboratory value,relevant
6,picco_pulse_pressure_variation,1.000,0.667,0.800,6,0.667,0.667,36725,hemodynamics,relevant
7,ultrafiltration_cvvh_measured,0.333,0.333,0.333,3,0.333,0.333,30774,renal replacement therapy,relevant
8,access_pressure_cvvh,0.696,0.640,0.667,25,0.640,0.640,518199,renal replacement therapy,relevant
9,return_pressure_cvvh,1.000,0.600,0.750,25,0.600,0.600,519061,renal replacement therapy,relevant
10,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
11,blood_flow_cvvh,1.000,0.562,0.720,16,0.562,0.562,182026,renal replacement therapy,relevant
12,effluent_pressure_cvvh,1.000,0.810,0.895,21,0.810,0.810,485443,renal replacement therapy,relevant
13,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
14,ultrafiltration_cvvh_set,0.562,0.500,0.529,18,0.500,0.500,515601,renal replacement therapy,relevant
15,substitution_volume_cvvh,0.000,0.000,0.000,5,0.000,0.000,117609,renal replacement therapy,relevant
16,procalcitonin_unspecified,1.000,0.923,0.960,13,0.923,0.923,12070,laboratory value,relevant
17,glucose_measured_unspecified,0.700,0.309,0.429,68,0.309,0.309,103913,laboratory value,relevant
18,vancomycin_level,0.000,0.000,0.000,2,0.000,0.000,328,laboratory value,relevant
19,pupil_diameter_right,0.000,0.000,0.000,3,0.000,0.000,4431,neurology,relevant
20,end_tidal_co2_measured,0.917,0.595,0.721,37,0.595,0.595,3832478,respiratory,relevant
21,ph_arterial,1.000,0.125,0.222,24,0.125,0.125,63898,laboratory value,relevant
22,po2_unspecified,0.667,0.250,0.364,8,0.250,0.250,22906,laboratory value,relevant
23,pco2_unspecified,0.667,0.909,0.769,11,0.909,0.909,24546,laboratory value,relevant
24,base_excess_unspecified,0.917,0.786,0.846,14,0.786,0.786,59930,laboratory value,relevant
25,bicarbonate_actual_unspecified,0.917,0.733,0.815,15,0.733,0.733,61991,laboratory value,relevant
26,sodium_unspecified,0.694,0.893,0.781,28,0.893,0.893,51474,laboratory value,relevant
27,fio2_set,0.391,0.529,0.450,34,0.529,0.529,4253623,respiratory,relevant
28,peak_inspiratory_pressure,0.944,0.459,0.618,37,0.459,0.459,4592251,respiratory,relevant
29,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
30,p01_measured,1.000,0.250,0.400,16,0.250,0.250,1958402,respiratory,relevant
31,arterial_bp_diastolic,0.500,0.200,0.286,10,0.200,0.200,4031569,hemodynamics,relevant
32,arterial_bp_mean,0.471,0.533,0.500,15,0.533,0.533,4254298,hemodynamics,relevant
33,arterial_bp_systolic,0.300,0.300,0.300,10,0.300,0.300,4032628,hemodynamics,relevant
34,heart_rate_unspecified,0.975,0.859,0.913,135,0.859,0.859,8852403,hemodynamics,relevant
35,nibp_diastolic,0.000,0.000,0.000,9,0.000,0.000,29407,hemodynamics,relevant
36,nibp_mean,0.462,0.375,0.414,16,0.375,0.375,79200,hemodynamics,relevant
37,nibp_systolic,0.000,0.000,0.000,10,0.000,0.000,38036,hemodynamics,relevant
38,fluid_in_oral,0.333,0.971,0.496,34,0.971,0.971,21047,fluid balance,relevant
39,fluid_out_urine,0.643,0.196,0.300,46,0.196,0.196,425578,fluid balance,relevant
40,fluid_out_defecation,1.000,0.486,0.654,35,0.486,0.486,37564,fluid balance,relevant
41,fluid_in_tube,0.360,0.257,0.300,35,0.257,0.257,92215,fluid balance,relevant
42,temperature_bladder,1.000,1.000,1.000,10,1.000,1.000,794871,infectiology,relevant
43,fluid_out_emesis_retention,0.926,0.714,0.806,35,0.714,0.714,96603,fluid balance,relevant
