concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.00772626931567329,0.031125827814569535,0.00772626931567329,0.011389272978676951,1489951,906,174
respiratory,0.003076923076923077,0.02,0.003076923076923077,0.005333333333333334,67955574,650,91
unmapped,0.004008016032064128,0.06896551724137931,0.004008016032064128,0.007575757575757575,18775496,499,1
hemodynamics,0.007874015748031496,0.0029419399498139655,0.007874015748031496,0.004236312566192384,33985485,254,53
renal replacement therapy,0.0,0.0,0.0,0.0,4177716,166,24
fluid balance,0.00641025641025641,0.020512820512820513,0.00641025641025641,0.009768009768009768,705591,156,16
medication,0.0,0.0,0.0,0.0,129384,99,59
clinical score,0.0,0.0,0.0,0.0,1006414,46,11
infectiology,0.0,0.0,0.0,0.0,461126,41,10
sofa score,0.0,0.0,0.0,0.0,17108,23,8
demographics,0.0,0.0,0.0,0.0,834808,12,4
neurology,0.0,0.0,0.0,0.0,19653,11,2
