,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,22,0.000,0.000,47491,laboratory value,relevant
1,unmapped,0.088,0.007,0.014,409,0.007,0.007,15185991,unmapped,irrelevant
2,fio2_hiflow,1.000,0.500,0.667,2,0.500,0.500,5394,respiratory,relevant
3,o2_flow_high_flow_oxygen,0.000,0.000,0.000,8,0.000,0.000,143782,respiratory,relevant
4,amylase_unspecified,0.000,0.000,0.000,2,0.000,0.000,353,laboratory value,relevant
5,picco_pulse_pressure_variation,0.000,0.000,0.000,6,0.000,0.000,36725,hemodynamics,relevant
6,ultrafiltration_cvvh_measured,0.000,0.000,0.000,2,0.000,0.000,27680,renal replacement therapy,relevant
7,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
8,blood_flow_cvvh,0.000,0.000,0.000,12,0.000,0.000,114085,renal replacement therapy,relevant
9,effluent_pressure_cvvh,0.000,0.000,0.000,16,0.000,0.000,465821,renal replacement therapy,relevant
10,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
11,ultrafiltration_cvvh_set,0.000,0.000,0.000,9,0.000,0.000,100602,renal replacement therapy,relevant
12,substitution_volume_cvvh,0.000,0.000,0.000,3,0.000,0.000,96532,renal replacement therapy,relevant
13,procalcitonin_unspecified,0.000,0.000,0.000,2,0.000,0.000,2134,laboratory value,relevant
14,glucose_measured_unspecified,0.000,0.000,0.000,17,0.000,0.000,33349,laboratory value,relevant
15,ph_arterial,0.000,0.000,0.000,21,0.000,0.000,62029,laboratory value,relevant
16,po2_unspecified,0.000,0.000,0.000,7,0.000,0.000,18678,laboratory value,relevant
17,pco2_unspecified,0.000,0.000,0.000,10,0.000,0.000,20315,laboratory value,relevant
18,base_excess_unspecified,0.000,0.000,0.000,12,0.000,0.000,51991,laboratory value,relevant
19,bicarbonate_actual_unspecified,0.000,0.000,0.000,15,0.000,0.000,61991,laboratory value,relevant
20,sodium_unspecified,0.000,0.000,0.000,24,0.000,0.000,48090,laboratory value,relevant
21,fio2_set,0.000,0.000,0.000,24,0.000,0.000,3883716,respiratory,relevant
22,peak_inspiratory_pressure,0.000,0.000,0.000,24,0.000,0.000,2471190,respiratory,relevant
23,tidal_volume_expiratory_measured,0.000,0.000,0.000,2,0.000,0.000,2155,respiratory,relevant
24,p01_measured,0.000,0.000,0.000,6,0.000,0.000,25080,respiratory,relevant
25,arterial_bp_diastolic,0.000,0.000,0.000,6,0.000,0.000,3004258,hemodynamics,relevant
26,arterial_bp_mean,0.000,0.000,0.000,10,0.000,0.000,4010689,hemodynamics,relevant
27,arterial_bp_systolic,0.000,0.000,0.000,7,0.000,0.000,3005361,hemodynamics,relevant
28,heart_rate_unspecified,0.000,0.000,0.000,28,0.000,0.000,8470697,hemodynamics,relevant
29,nibp_diastolic,0.000,0.000,0.000,6,0.000,0.000,18080,hemodynamics,relevant
30,nibp_mean,0.000,0.000,0.000,8,0.000,0.000,20943,hemodynamics,relevant
31,nibp_systolic,0.000,0.000,0.000,6,0.000,0.000,18094,hemodynamics,relevant
