,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,25,0.000,0.000,51348,laboratory value,relevant
1,unmapped,0.056,0.021,0.031,1184,0.021,0.021,28286572,unmapped,irrelevant
2,fio2_hiflow,0.074,0.667,0.133,3,0.667,0.667,5723,respiratory,relevant
3,o2_flow_high_flow_oxygen,0.000,0.000,0.000,14,0.000,0.000,149827,respiratory,relevant
4,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,26,0.000,0.000,16864,laboratory value,relevant
5,amylase_unspecified,0.000,0.000,0.000,3,0.000,0.000,1161,laboratory value,relevant
6,picco_pulse_pressure_variation,0.000,0.000,0.000,6,0.000,0.000,36725,hemodynamics,relevant
7,ultrafiltration_cvvh_measured,0.000,0.000,0.000,3,0.000,0.000,30774,renal replacement therapy,relevant
8,access_pressure_cvvh,0.061,0.083,0.070,24,0.083,0.083,504797,renal replacement therapy,relevant
9,return_pressure_cvvh,0.087,0.080,0.083,25,0.080,0.080,519061,renal replacement therapy,relevant
10,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
11,blood_flow_cvvh,0.000,0.000,0.000,16,0.000,0.000,182026,renal replacement therapy,relevant
12,effluent_pressure_cvvh,0.000,0.000,0.000,19,0.000,0.000,469883,renal replacement therapy,relevant
13,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
14,ultrafiltration_cvvh_set,0.000,0.000,0.000,18,0.000,0.000,515601,renal replacement therapy,relevant
15,substitution_volume_cvvh,0.000,0.000,0.000,4,0.000,0.000,97433,renal replacement therapy,relevant
16,procalcitonin_unspecified,0.000,0.000,0.000,13,0.000,0.000,12070,laboratory value,relevant
17,glucose_measured_unspecified,0.500,0.132,0.209,68,0.132,0.132,103913,laboratory value,relevant
18,vancomycin_level,0.250,0.500,0.333,2,0.500,0.500,328,laboratory value,relevant
19,pupil_diameter_right,0.000,0.000,0.000,3,0.000,0.000,4431,neurology,relevant
20,end_tidal_co2_measured,0.000,0.000,0.000,37,0.000,0.000,3832478,respiratory,relevant
21,ph_arterial,0.250,0.125,0.167,24,0.125,0.125,63898,laboratory value,relevant
22,po2_unspecified,0.000,0.000,0.000,8,0.000,0.000,22906,laboratory value,relevant
23,pco2_unspecified,0.000,0.000,0.000,11,0.000,0.000,24546,laboratory value,relevant
24,base_excess_unspecified,0.143,0.071,0.095,14,0.071,0.071,59930,laboratory value,relevant
25,bicarbonate_actual_unspecified,0.111,0.067,0.083,15,0.067,0.067,61991,laboratory value,relevant
26,sodium_unspecified,0.000,0.000,0.000,27,0.000,0.000,51117,laboratory value,relevant
27,fio2_set,0.062,0.029,0.040,34,0.029,0.029,4253623,respiratory,relevant
28,peak_inspiratory_pressure,0.120,0.086,0.100,35,0.086,0.086,4582824,respiratory,relevant
29,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
30,p01_measured,0.000,0.000,0.000,16,0.000,0.000,1958402,respiratory,relevant
31,arterial_bp_diastolic,0.040,0.200,0.067,10,0.200,0.200,4031569,hemodynamics,relevant
32,arterial_bp_mean,0.200,0.067,0.100,15,0.067,0.067,4254298,hemodynamics,relevant
33,arterial_bp_systolic,0.000,0.000,0.000,10,0.000,0.000,4032628,hemodynamics,relevant
34,heart_rate_unspecified,0.174,0.085,0.114,47,0.085,0.085,8524068,hemodynamics,relevant
35,nibp_diastolic,0.250,0.222,0.235,9,0.222,0.222,29407,hemodynamics,relevant
36,nibp_mean,0.273,0.188,0.222,16,0.188,0.188,79200,hemodynamics,relevant
37,nibp_systolic,0.286,0.200,0.235,10,0.200,0.200,38036,hemodynamics,relevant
38,fluid_in_oral,0.000,0.000,0.000,34,0.000,0.000,21047,fluid balance,relevant
39,fluid_out_urine,0.000,0.000,0.000,46,0.000,0.000,425578,fluid balance,relevant
40,fluid_out_defecation,0.176,0.086,0.115,35,0.086,0.086,37564,fluid balance,relevant
