,overall,relevant,irrelevant
1,0.6114408783954449,0.6635424734443025,0.46611829220524875
2,0.8371766961582665,0.9336797995396046,0.5636049639493462
3,0.9260243590654091,1.032822585936093,0.6197847392302451
4,0.9819114374970728,1.0910445425314623,0.6670820365275424
5,1.0338183591995724,1.1479127347257414,0.6980098715790888
6,1.058948725350357,1.1784791020651708,0.6980098715790888
7,1.0979882003421408,1.2025707771142873,0.8091209826901999
8,1.1257775981244325,1.2216685997654095,0.8780864999315793
9,1.1608520662766757,1.2457674102599798,0.9663217940492264
10,1.1680466832539014,1.2542689393119677,0.9663217940492264
