concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0004880769767117557,0.0958904109589041,0.0004880769767117557,0.0009712105445716267,34529700,14342,1
medication,0.0005965875193890943,0.00039096829455975143,0.0005965875193890943,0.0004008905468100174,1270083,8381,742
laboratory value,0.006378044066486278,0.0192722975981527,0.006378044066486278,0.008661934024246467,2263751,5174,320
fluid balance,0.0022997316979685703,0.012330820663515181,0.0022997316979685703,0.00292392907262231,950410,2609,25
respiratory,0.0039147455415398,0.021437350002838834,0.0039147455415398,0.005337596186815785,102233054,2299,120
hemodynamics,0.002742230347349177,0.004217141785697545,0.002742230347349177,0.0020421659837849488,42919711,1094,64
renal replacement therapy,0.0,0.0,0.0,0.0,8914850,347,37
infectiology,0.006514657980456026,0.008783154955793392,0.006514657980456026,0.007017543859649123,2845858,307,28
clinical score,0.0,0.0,0.0,0.0,1180008,286,29
neurology,0.0,0.0,0.0,0.0,421297,272,13
position,0.0,0.0,0.0,0.0,92553,254,3
nice data,0.012295081967213115,0.007605735135412919,0.012295081967213115,0.009087188336541228,46188,244,55
demographics,0.0,0.0,0.0,0.0,865011,199,11
lda,0.0,0.0,0.0,0.0,2021,93,7
admission information,0.0,0.0,0.0,0.0,16469,57,8
sofa score,0.0,0.0,0.0,0.0,106715,51,14
