,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.088,0.152,0.111,33,0.152,0.152,51642,laboratory value,relevant
1,unmapped,0.152,0.051,0.076,27543,0.051,0.051,41837896,unmapped,irrelevant
2,temperature_source_text,0.162,0.128,0.143,149,0.128,0.128,90056,infectiology,relevant
3,tracheostomy_size,0.150,0.818,0.254,11,0.818,0.818,2475,respiratory,relevant
4,gcs_motor,0.120,0.280,0.168,93,0.280,0.280,76003,neurology,relevant
5,gcs_eye,0.130,0.173,0.149,75,0.173,0.173,76693,neurology,relevant
6,gcs_verbal,0.155,0.298,0.204,84,0.298,0.298,72297,neurology,relevant
7,crrt_mode,0.027,0.156,0.045,32,0.156,0.156,277801,renal replacement therapy,relevant
8,type_administered_o2,0.250,0.219,0.234,653,0.219,0.219,145560,respiratory,relevant
9,fio2_hiflow,0.000,0.000,0.000,4,0.000,0.000,6962,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.136,0.085,0.105,106,0.085,0.085,157296,respiratory,relevant
11,restrictive_policy,0.006,0.036,0.010,28,0.036,0.036,11867,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.759,0.440,0.557,50,0.440,0.440,17157,laboratory value,relevant
13,cam_icu_score,0.091,0.200,0.125,15,0.200,0.200,27071,clinical score,relevant
14,amylase_unspecified,0.667,0.200,0.308,20,0.200,0.200,1394,laboratory value,relevant
15,picco_pulse_pressure_variation,0.000,0.000,0.000,9,0.000,0.000,36817,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.000,0.000,0.000,5,0.000,0.000,30929,renal replacement therapy,relevant
17,access_pressure_cvvh,0.024,0.074,0.037,27,0.074,0.074,518203,renal replacement therapy,relevant
18,return_pressure_cvvh,0.154,0.240,0.188,25,0.240,0.240,519061,renal replacement therapy,relevant
19,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
20,blood_flow_cvvh,0.714,0.161,0.263,31,0.161,0.161,583719,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.364,0.190,0.250,21,0.190,0.190,485443,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.038,0.200,0.064,25,0.200,0.200,546654,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.500,0.067,0.118,15,0.067,0.067,447639,renal replacement therapy,relevant
25,pain_score_text,0.292,0.289,0.290,97,0.289,0.289,55162,clinical score,relevant
26,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,0.000,182922,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.250,0.188,0.214,16,0.188,0.188,2132,hemodynamics,relevant
28,global_end_diastolic_volume_index,0.021,0.056,0.030,18,0.056,0.056,12641,hemodynamics,relevant
29,procalcitonin_unspecified,0.167,0.040,0.065,25,0.040,0.040,12590,laboratory value,relevant
30,ntpro_bnp_unspecified,0.025,0.111,0.041,18,0.111,0.111,429,laboratory value,relevant
31,troponin_i_hs,0.000,0.000,0.000,8,0.000,0.000,1600,laboratory value,relevant
32,glucose_measured_unspecified,0.890,0.704,0.786,727,0.704,0.704,115557,laboratory value,relevant
33,vancomycin_level,0.188,0.600,0.286,15,0.600,0.600,772,laboratory value,relevant
34,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
35,pain_score_bps,0.156,0.875,0.264,8,0.875,0.875,6377,clinical score,relevant
36,fluid_in_flush,0.248,0.172,0.203,163,0.172,0.172,6641,fluid balance,relevant
37,pupil_diameter_right,0.528,0.770,0.627,61,0.770,0.770,64686,neurology,relevant
38,avpu_score_text,0.031,0.024,0.027,42,0.024,0.024,27211,clinical score,relevant
39,end_tidal_co2_measured,0.362,0.378,0.370,45,0.378,0.378,3832729,respiratory,relevant
40,respiratory_rate_measured,0.022,0.062,0.033,32,0.062,0.062,3036567,respiratory,relevant
41,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
42,ph_arterial,0.000,0.000,0.000,36,0.000,0.000,69027,laboratory value,relevant
43,po2_unspecified,0.270,0.769,0.400,13,0.769,0.769,24882,laboratory value,relevant
44,pco2_unspecified,0.048,0.056,0.051,18,0.056,0.056,26573,laboratory value,relevant
45,base_excess_unspecified,0.941,0.727,0.821,22,0.727,0.727,62014,laboratory value,relevant
46,bicarbonate_actual_unspecified,0.000,0.000,0.000,29,0.000,0.000,64155,laboratory value,relevant
47,sodium_unspecified,0.086,0.150,0.109,40,0.150,0.150,51701,laboratory value,relevant
48,fio2_set,0.464,0.267,0.339,412,0.267,0.267,4589474,respiratory,relevant
49,peak_inspiratory_pressure,0.073,0.075,0.074,40,0.075,0.075,4592274,respiratory,relevant
50,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
51,height_measured,0.016,0.023,0.019,43,0.023,0.023,8406,demographics,relevant
52,p01_measured,0.115,0.450,0.184,20,0.450,0.450,1960997,respiratory,relevant
53,arterial_bp_diastolic,0.026,0.300,0.048,10,0.300,0.300,4031569,hemodynamics,relevant
54,arterial_bp_mean,0.057,0.188,0.087,16,0.188,0.188,4254299,hemodynamics,relevant
