concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.078,0.000,0.001,36115726,15497,1
medication,0.001,0.001,0.001,0.001,1305525,8636,743
laboratory value,0.007,0.066,0.007,0.007,2375490,5458,323
fluid balance,0.004,0.024,0.004,0.006,1044625,2772,26
respiratory,0.003,0.015,0.003,0.005,103229134,2690,122
hemodynamics,0.007,0.005,0.007,0.005,43060039,1213,65
renal replacement therapy,0.006,0.043,0.006,0.008,8917123,351,38
infectiology,0.000,0.000,0.000,0.000,2854523,349,29
clinical score,0.000,0.000,0.000,0.000,1361963,331,29
neurology,0.006,0.026,0.006,0.008,460131,310,13
position,0.000,0.000,0.000,0.000,93375,280,3
nice data,0.012,0.014,0.012,0.009,49742,258,58
demographics,0.000,0.000,0.000,0.000,865409,211,11
lda,0.000,0.000,0.000,0.000,2146,96,7
admission information,0.000,0.000,0.000,0.000,16469,57,8
sofa score,0.000,0.000,0.000,0.000,112499,57,17
