concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.045,0.000,0.000,31888105,12592,1
medication,0.001,0.021,0.001,0.002,1110807,7748,730
laboratory value,0.003,0.011,0.003,0.004,2046974,4628,316
fluid balance,0.002,0.009,0.002,0.001,737644,2298,25
respiratory,0.002,0.003,0.002,0.002,97942191,1805,119
hemodynamics,0.000,0.000,0.000,0.000,40103500,823,61
renal replacement therapy,0.000,0.000,0.000,0.000,8052871,329,37
infectiology,0.008,0.145,0.008,0.015,2642948,248,26
clinical score,0.000,0.000,0.000,0.000,1163620,239,29
position,0.000,0.000,0.000,0.000,76173,227,2
nice data,0.000,0.000,0.000,0.000,41748,224,51
neurology,0.000,0.000,0.000,0.000,316044,178,13
demographics,0.000,0.000,0.000,0.000,859648,164,11
lda,0.000,0.000,0.000,0.000,1832,88,7
admission information,0.000,0.000,0.000,0.000,16463,55,8
sofa score,0.000,0.000,0.000,0.000,102934,44,11
