concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0003871717106536749,0.07792207792207792,0.0003871717106536749,0.0007705149608321562,36115726,15497,1
medication,0.000810560444650301,0.0008833746353129321,0.000810560444650301,0.0007268702545225669,1305525,8636,743
laboratory value,0.006779039941370466,0.06576204207099356,0.006779039941370466,0.00713535239476963,2375490,5458,323
fluid balance,0.003968253968253968,0.024333302344506827,0.003968253968253968,0.006482329763826271,1044625,2772,26
respiratory,0.002973977695167286,0.015440795370932531,0.002973977695167286,0.0045064421047482225,103229134,2690,122
hemodynamics,0.00741962077493817,0.005200466863582408,0.00741962077493817,0.005431508584847414,43060039,1213,65
renal replacement therapy,0.005698005698005698,0.04262108262108262,0.005698005698005698,0.008108998585189061,8917123,351,38
infectiology,0.0,0.0,0.0,0.0,2854523,349,29
clinical score,0.0,0.0,0.0,0.0,1361963,331,29
neurology,0.0064516129032258064,0.02630019749835418,0.0064516129032258064,0.008241384964977628,460131,310,13
position,0.0,0.0,0.0,0.0,93375,280,3
nice data,0.011627906976744186,0.013746390028879769,0.011627906976744186,0.009339743414566469,49742,258,58
demographics,0.0,0.0,0.0,0.0,865409,211,11
lda,0.0,0.0,0.0,0.0,2146,96,7
admission information,0.0,0.0,0.0,0.0,16469,57,8
sofa score,0.0,0.0,0.0,0.0,112499,57,17
