concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0014867677668748143,0.14814814814814814,0.0014867677668748143,0.002943990579230146,33885273,13452,1
medication,0.00024627508927471984,2.48404268720899e-06,0.00024627508927471984,4.918475392077144e-06,1144755,8121,736
laboratory value,0.002246273228507249,0.015593263386499705,0.002246273228507249,0.0030916695007374823,2100661,4897,318
fluid balance,0.001637331150225133,0.038659207713648974,0.001637331150225133,0.002850038894218986,850388,2443,25
respiratory,0.001968503937007874,0.012539748637189582,0.001968503937007874,0.0027718854647479415,101457534,2032,119
hemodynamics,0.0,0.0,0.0,0.0,41030271,988,62
renal replacement therapy,0.0029239766081871343,0.014619883040935672,0.0029239766081871343,0.004873294346978558,8905791,342,37
infectiology,0.0,0.0,0.0,0.0,2648245,279,28
clinical score,0.007751937984496124,0.01937984496124031,0.007751937984496124,0.01104141166870665,1171243,258,29
nice data,0.004329004329004329,0.02453102453102453,0.004329004329004329,0.00735930735930736,43274,231,52
position,0.0,0.0,0.0,0.0,76446,229,3
neurology,0.0,0.0,0.0,0.0,379353,218,13
demographics,0.0,0.0,0.0,0.0,864118,181,11
lda,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,1832,88,7
admission information,0.0,0.0,0.0,0.0,16464,56,8
sofa score,0.0,0.0,0.0,0.0,105470,48,13
