concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0001588310038119441,0.045454545454545456,0.0001588310038119441,0.0003165558721114277,31888105,12592,1
medication,0.0012906556530717604,0.021016036536170762,0.0012906556530717604,0.0016395119651604919,1110807,7748,730
laboratory value,0.00324114088159032,0.010534897812148813,0.00324114088159032,0.004074565377791122,2046974,4628,316
fluid balance,0.0017406440382941688,0.009385364476748289,0.0017406440382941688,0.0012461428910515073,737644,2298,25
respiratory,0.00221606648199446,0.003440021678911237,0.00221606648199446,0.0023406814249245407,97942191,1805,119
hemodynamics,0.0,0.0,0.0,0.0,40103500,823,61
renal replacement therapy,0.0,0.0,0.0,0.0,8052871,329,37
infectiology,0.008064516129032258,0.14516129032258066,0.008064516129032258,0.01528013582342954,2642948,248,26
clinical score,0.0,0.0,0.0,0.0,1163620,239,29
position,0.0,0.0,0.0,0.0,76173,227,2
nice data,0.0,0.0,0.0,0.0,41748,224,51
neurology,0.0,0.0,0.0,0.0,316044,178,13
demographics,0.0,0.0,0.0,0.0,859648,164,11
lda,0.0,0.0,0.0,0.0,1832,88,7
admission information,0.0,0.0,0.0,0.0,16463,55,8
sofa score,0.0,0.0,0.0,0.0,102934,44,11
