concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.096,0.000,0.001,34529700,14342,1
medication,0.001,0.000,0.001,0.000,1270083,8381,742
laboratory value,0.006,0.019,0.006,0.009,2263751,5174,320
fluid balance,0.002,0.012,0.002,0.003,950410,2609,25
respiratory,0.004,0.021,0.004,0.005,102233054,2299,120
hemodynamics,0.003,0.004,0.003,0.002,42919711,1094,64
renal replacement therapy,0.000,0.000,0.000,0.000,8914850,347,37
infectiology,0.007,0.009,0.007,0.007,2845858,307,28
clinical score,0.000,0.000,0.000,0.000,1180008,286,29
neurology,0.000,0.000,0.000,0.000,421297,272,13
position,0.000,0.000,0.000,0.000,92553,254,3
nice data,0.012,0.008,0.012,0.009,46188,244,55
demographics,0.000,0.000,0.000,0.000,865011,199,11
lda,0.000,0.000,0.000,0.000,2021,93,7
admission information,0.000,0.000,0.000,0.000,16469,57,8
sofa score,0.000,0.000,0.000,0.000,106715,51,14
