,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,33,0.000,51642,laboratory value,relevant
1,unmapped,0.080,0.001,0.002,16929,0.001,36948290,unmapped,irrelevant
2,temperature_source_text,0.000,0.000,0.000,81,0.000,45388,infectiology,relevant
3,tracheostomy_size,0.000,0.000,0.000,10,0.000,2091,respiratory,relevant
4,gcs_motor,0.000,0.000,0.000,54,0.000,66742,neurology,relevant
5,gcs_eye,0.000,0.000,0.000,50,0.000,56621,neurology,relevant
6,gcs_verbal,0.000,0.000,0.000,54,0.000,58505,neurology,relevant
7,crrt_mode,0.000,0.000,0.000,30,0.000,277577,renal replacement therapy,relevant
8,type_administered_o2,0.017,0.005,0.008,379,0.005,71486,respiratory,relevant
9,fio2_hiflow,0.000,0.000,0.000,4,0.000,6962,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.000,0.000,0.000,87,0.000,157273,respiratory,relevant
11,restrictive_policy,0.000,0.000,0.000,28,0.000,11867,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,48,0.000,17152,laboratory value,relevant
13,cam_icu_score,0.000,0.000,0.000,14,0.000,24017,clinical score,relevant
14,amylase_unspecified,0.000,0.000,0.000,19,0.000,1393,laboratory value,relevant
15,picco_pulse_pressure_variation,0.000,0.000,0.000,9,0.000,36817,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.000,0.000,0.000,5,0.000,30929,renal replacement therapy,relevant
17,access_pressure_cvvh,0.000,0.000,0.000,25,0.000,504142,renal replacement therapy,relevant
18,return_pressure_cvvh,0.000,0.000,0.000,23,0.000,504097,renal replacement therapy,relevant
19,crrt_duration,0.000,0.000,0.000,1,0.000,498,renal replacement therapy,relevant
20,blood_flow_cvvh,0.000,0.000,0.000,27,0.000,582311,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.000,0.000,0.000,18,0.000,469693,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
