concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0030112109700731957,0.08928571428571429,0.0030112109700731957,0.0058259388724567545,39635000,21586,1
medication,0.006257682422617052,0.013374327695552935,0.006257682422617052,0.005520741889805154,1400478,8949,748
laboratory value,0.0246189917936694,0.0962434565944245,0.0246189917936694,0.02577864891143568,3390597,5971,324
respiratory,0.025353376710792012,0.04607563381819251,0.025353376710792012,0.028751092078175604,106079759,4457,124
fluid balance,0.0149812734082397,0.04299197910612054,0.0149812734082397,0.018774540154871035,1188630,3204,27
hemodynamics,0.015344147303814117,0.09523992546383961,0.015344147303814117,0.014195468562490486,43493713,2281,65
neurology,0.019933554817275746,0.022148517537134427,0.019933554817275746,0.019682591333172173,619274,602,14
infectiology,0.00625,0.01207312091503268,0.00625,0.005735465281326293,2935305,480,30
clinical score,0.013157894736842105,0.031135596443683734,0.013157894736842105,0.015767738954001628,1590848,456,30
renal replacement therapy,0.02127659574468085,0.012920853833300916,0.02127659574468085,0.01482651672100812,8967458,376,40
position,0.0031746031746031746,0.007360376249265138,0.0031746031746031746,0.004435941043083901,120097,315,3
nice data,0.018115942028985508,0.010105517416730232,0.018115942028985508,0.011774254207465312,52752,276,59
demographics,0.027667984189723323,0.2015810276679842,0.027667984189723323,0.04865748943709964,880668,253,11
lda,0.049019607843137254,0.05020796197266785,0.049019607843137254,0.03519091847265222,2204,102,7
sofa score,0.013157894736842105,0.006578947368421052,0.013157894736842105,0.008771929824561403,125049,76,27
admission information,0.0,0.0,0.0,0.0,16471,59,9
