,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.0,0.0,0.0,33,0.0,0.0,51642,laboratory value,relevant
1,unmapped,0.08264462809917356,0.0021231422505307855,0.004139929621196439,18840,0.0021231422505307855,0.0021231422505307855,38107080,unmapped,irrelevant
2,temperature_source_text,0.0,0.0,0.0,124,0.0,0.0,72037,infectiology,relevant
3,tracheostomy_size,0.0,0.0,0.0,10,0.0,0.0,2091,respiratory,relevant
4,gcs_motor,0.037037037037037035,0.011764705882352941,0.017857142857142856,85,0.011764705882352941,0.011764705882352941,75280,neurology,relevant
5,gcs_eye,0.0,0.0,0.0,65,0.0,0.0,68632,neurology,relevant
6,gcs_verbal,0.0,0.0,0.0,79,0.0,0.0,69501,neurology,relevant
7,crrt_mode,0.0,0.0,0.0,30,0.0,0.0,277577,renal replacement therapy,relevant
8,type_administered_o2,0.010362694300518135,0.0045662100456621,0.006339144215530903,438,0.0045662100456621,0.0045662100456621,72201,respiratory,relevant
9,fio2_hiflow,0.009900990099009901,0.25,0.019047619047619046,4,0.25,0.25,6962,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.11764705882352941,0.0625,0.08163265306122448,96,0.0625,0.0625,157284,respiratory,relevant
11,restrictive_policy,0.0,0.0,0.0,28,0.0,0.0,11867,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,49,0.0,0.0,17153,laboratory value,relevant
13,cam_icu_score,0.0,0.0,0.0,15,0.0,0.0,27071,clinical score,relevant
14,amylase_unspecified,0.0,0.0,0.0,20,0.0,0.0,1394,laboratory value,relevant
15,picco_pulse_pressure_variation,0.0,0.0,0.0,9,0.0,0.0,36817,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.0,0.0,0.0,5,0.0,0.0,30929,renal replacement therapy,relevant
17,access_pressure_cvvh,0.0,0.0,0.0,25,0.0,0.0,504142,renal replacement therapy,relevant
18,return_pressure_cvvh,0.0,0.0,0.0,24,0.0,0.0,504755,renal replacement therapy,relevant
19,crrt_duration,0.0,0.0,0.0,1,0.0,0.0,498,renal replacement therapy,relevant
20,blood_flow_cvvh,0.0,0.0,0.0,28,0.0,0.0,583402,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.0,0.0,0.0,18,0.0,0.0,469693,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,0.0,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.012048192771084338,0.04,0.018518518518518517,25,0.04,0.04,546654,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.0,0.0,0.0,13,0.0,0.0,447450,renal replacement therapy,relevant
25,pain_score_text,0.16666666666666666,0.018518518518518517,0.03333333333333333,54,0.018518518518518517,0.018518518518518517,53267,clinical score,relevant
26,substitution_volume_cvvh,0.0,0.0,0.0,6,0.0,0.0,162746,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.0,0.0,0.0,14,0.0,0.0,2047,hemodynamics,relevant
28,global_end_diastolic_volume_index,0.0,0.0,0.0,17,0.0,0.0,12627,hemodynamics,relevant
29,procalcitonin_unspecified,0.0,0.0,0.0,25,0.0,0.0,12590,laboratory value,relevant
30,ntpro_bnp_unspecified,0.0,0.0,0.0,18,0.0,0.0,429,laboratory value,relevant
31,troponin_i_hs,0.0,0.0,0.0,8,0.0,0.0,1600,laboratory value,relevant
32,glucose_measured_unspecified,0.2777777777777778,0.0068775790921595595,0.013422818791946307,727,0.0068775790921595595,0.0068775790921595595,115557,laboratory value,relevant
33,vancomycin_level,0.0,0.0,0.0,15,0.0,0.0,772,laboratory value,relevant
34,nice_adm_source,0.0,0.0,0.0,14,0.0,0.0,7036,nice data,relevant
