concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.051083759939004464,0.1521081081081081,0.051083759939004464,0.07648193949936127,41837896,27543,1
medication,0.03515232674924674,0.07601189273580024,0.03515232674924674,0.03552978317206059,1402372,8961,748
laboratory value,0.23291221250404923,0.24104635358463505,0.23291221250404923,0.2152330951686796,3415532,6174,324
respiratory,0.1171350861287398,0.1304591834880945,0.1171350861287398,0.11249564675655019,106429262,5515,124
fluid balance,0.22668711656441717,0.11632503264192327,0.22668711656441717,0.1271842520220866,1208411,3260,28
hemodynamics,0.09569209039548023,0.1739256918828128,0.09569209039548023,0.10089414274838561,43724989,2832,65
neurology,0.3384146341463415,0.24013346569933858,0.3384146341463415,0.275152627568003,642602,656,14
infectiology,0.176,0.13425329687690682,0.176,0.13713057906708423,2955898,500,30
clinical score,0.2,0.13192898700734254,0.2,0.14690577086057108,1612457,495,30
renal replacement therapy,0.2041343669250646,0.26725608287467384,0.2041343669250646,0.1842840694330763,9017745,387,40
position,0.1786833855799373,0.06573218840891756,0.1786833855799373,0.09610885079703861,123165,319,4
nice data,0.1444043321299639,0.170246358063615,0.1444043321299639,0.09448832682234033,54042,277,59
demographics,0.20817843866171004,0.12828242778176985,0.20817843866171004,0.1472197241254019,886330,269,11
lda,0.14705882352941177,0.03037436430116247,0.14705882352941177,0.049592359826933094,2204,102,7
sofa score,0.34146341463414637,0.22603793862760863,0.34146341463414637,0.2561094319709476,132789,82,27
admission information,0.016666666666666666,0.00263653483992467,0.016666666666666666,0.0045528455284552845,16558,60,9
