concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.0045662100456621,0.00532724505327245,0.0045662100456621,0.0043632673769660076,1129550,657,139
respiratory,0.0,0.0,0.0,0.0,40923443,440,82
unmapped,0.0,0.0,0.0,0.0,13239426,297,1
hemodynamics,0.0,0.0,0.0,0.0,31329912,183,52
renal replacement therapy,0.008333333333333333,0.0027777777777777775,0.008333333333333333,0.004166666666666667,2055112,120,24
fluid balance,0.0,0.0,0.0,0.0,417291,84,14
medication,0.0,0.0,0.0,0.0,79513,56,41
infectiology,0.05714285714285714,0.2876190476190476,0.05714285714285714,0.055519480519480524,161531,35,9
clinical score,0.0,0.0,0.0,0.0,214090,25,7
sofa score,0.0,0.0,0.0,0.0,15863,20,7
demographics,0.0,0.0,0.0,0.0,833588,9,4
neurology,0.0,0.0,0.0,0.0,14205,6,2
