concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.018,0.045,0.018,0.017,1880097,1252,195
respiratory,0.007,0.003,0.007,0.004,86148128,762,101
unmapped,0.000,0.000,0.000,0.000,24050390,671,1
hemodynamics,0.007,0.003,0.007,0.004,39760554,307,54
fluid balance,0.012,0.129,0.012,0.022,859644,250,17
renal replacement therapy,0.010,0.011,0.010,0.008,6460568,192,26
medication,0.007,0.000,0.007,0.001,233956,146,68
infectiology,0.000,0.000,0.000,0.000,2008999,66,14
clinical score,0.000,0.000,0.000,0.000,1039454,52,12
demographics,0.000,0.000,0.000,0.000,850193,30,6
sofa score,0.000,0.000,0.000,0.000,21602,28,10
neurology,0.000,0.000,0.000,0.000,43561,17,5
