concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.056802244039270686,0.14335808178190257,0.056802244039270686,0.0673922086361611,3208674,1426,202
unmapped,0.021114864864864864,0.056179775280898875,0.021114864864864864,0.03069367710251688,28286572,1184,1
respiratory,0.054871220604703244,0.09602398969700202,0.054871220604703244,0.05725325617606235,90669157,893,105
hemodynamics,0.05649717514124294,0.07606590721227788,0.05649717514124294,0.05715434264786207,40057236,354,54
fluid balance,0.045584045584045586,0.09801603503606396,0.045584045584045586,0.05404072285487986,1105847,351,19
medication,0.013888888888888888,0.02546296296296296,0.013888888888888888,0.016203703703703703,348328,216,79
renal replacement therapy,0.023148148148148147,0.019113233787146827,0.023148148148148147,0.020528752436647174,6598157,216,26
infectiology,0.030612244897959183,0.055102040816326525,0.030612244897959183,0.039358600583090375,2795584,98,14
clinical score,0.027777777777777776,0.02199074074074074,0.027777777777777776,0.021428571428571432,1387362,72,14
demographics,0.0,0.0,0.0,0.0,871596,66,7
sofa score,0.058823529411764705,0.05956813104988831,0.058823529411764705,0.04066811909949165,27592,34,12
neurology,0.06666666666666667,0.07777777777777777,0.06666666666666667,0.07030303030303031,73860,30,8
nice data,0.0,0.0,0.0,0.0,1290,1,1
