concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.01757188498402556,0.04549705464757511,0.01757188498402556,0.01654735913440666,1880097,1252,195
respiratory,0.006561679790026247,0.0030050722129633463,0.006561679790026247,0.0035853381230571985,86148128,762,101
unmapped,0.0,0.0,0.0,0.0,24050390,671,1
hemodynamics,0.006514657980456026,0.0034503558933526362,0.006514657980456026,0.004236656660492644,39760554,307,54
fluid balance,0.012,0.12933333333333333,0.012,0.021575757575757575,859644,250,17
renal replacement therapy,0.010416666666666666,0.011096014492753624,0.010416666666666666,0.00814636752136752,6460568,192,26
medication,0.00684931506849315,0.00028538812785388126,0.00684931506849315,0.000547945205479452,233956,146,68
infectiology,0.0,0.0,0.0,0.0,2008999,66,14
clinical score,0.0,0.0,0.0,0.0,1039454,52,12
demographics,0.0,0.0,0.0,0.0,850193,30,6
sofa score,0.0,0.0,0.0,0.0,21602,28,10
neurology,0.0,0.0,0.0,0.0,43561,17,5
