concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.007,0.069,0.007,0.012,62589235,33117,1
medication,0.015,0.010,0.015,0.010,2023416,11748,842
laboratory value,0.067,0.072,0.067,0.053,5632181,9010,364
respiratory,0.043,0.038,0.043,0.035,116177375,6209,135
fluid balance,0.059,0.022,0.059,0.030,2939473,4009,31
hemodynamics,0.032,0.021,0.032,0.020,46224198,2886,66
neurology,0.022,0.011,0.022,0.015,870524,764,14
infectiology,0.038,0.019,0.038,0.022,3297760,719,31
clinical score,0.035,0.022,0.035,0.025,1806516,624,31
renal replacement therapy,0.115,0.053,0.115,0.063,9135246,470,46
position,0.008,0.002,0.008,0.004,235996,355,4
demographics,0.044,0.025,0.044,0.028,899539,315,11
nice data,0.072,0.019,0.072,0.029,59768,305,60
sofa score,0.168,0.059,0.168,0.077,588216,143,27
lda,0.059,0.015,0.059,0.024,4022,136,8
admission information,0.015,0.002,0.015,0.004,17117,67,9
