concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0013753581661891117,0.0576923076923077,0.0013753581661891117,0.0026866674129631704,58258943,26175,1
medication,0.0020490053786391188,0.0016336329724946485,0.0020490053786391188,0.0014318807321608501,1982596,11713,842
laboratory value,0.015289449112978524,0.023031897394697767,0.015289449112978524,0.012736165891614038,5600990,8568,364
respiratory,0.034482758620689655,0.05977805183406977,0.034482758620689655,0.04087282166493534,115716763,4901,135
fluid balance,0.012957317073170731,0.005390734756680899,0.012957317073170731,0.005504873814669381,2909866,3936,31
hemodynamics,0.007265179034769071,0.0052326563991070595,0.007265179034769071,0.005265313427028311,45893703,1927,66
infectiology,0.010574018126888218,0.022371995387437848,0.010574018126888218,0.010668462704340536,3266001,662,31
neurology,0.0031746031746031746,0.007791087449472543,0.0031746031746031746,0.0043874299030907124,800878,630,14
clinical score,0.0036363636363636364,0.0011578947368421052,0.0036363636363636364,0.0017467781260884707,1759023,550,31
renal replacement therapy,0.01079913606911447,0.004873243003204159,0.01079913606911447,0.006113776806375884,9077846,463,46
position,0.008902077151335312,0.0008182146539869331,0.008902077151335312,0.0014986813404421933,218056,337,4
nice data,0.022950819672131147,0.008224214583696366,0.022950819672131147,0.011431297925697784,59768,305,60
demographics,0.017241379310344827,0.0038207634150839017,0.017241379310344827,0.006114363129776846,887818,290,11
sofa score,0.014492753623188406,0.0033475110270951482,0.014492753623188406,0.005111989459815547,582351,138,27
lda,0.0,0.0,0.0,0.0,4022,136,8
admission information,0.0,0.0,0.0,0.0,17064,65,9
