,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,46,0.000,61789,laboratory value,relevant
1,unmapped,0.101,0.001,0.001,21189,0.001,52160120,unmapped,irrelevant
2,temperature_source_text,0.000,0.000,0.000,97,0.000,48154,infectiology,relevant
3,tracheostomy_size,0.000,0.000,0.000,13,0.000,5209,respiratory,relevant
4,gcs_motor,0.000,0.000,0.000,49,0.000,80874,neurology,relevant
5,gcs_eye,0.000,0.000,0.000,55,0.000,69243,neurology,relevant
6,gcs_verbal,0.000,0.000,0.000,45,0.000,65758,neurology,relevant
7,crrt_mode,0.000,0.000,0.000,39,0.000,287324,renal replacement therapy,relevant
8,type_administered_o2,0.000,0.000,0.000,394,0.000,78609,respiratory,relevant
9,fio2_hiflow,0.000,0.000,0.000,6,0.000,7915,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.000,0.000,0.000,93,0.000,159156,respiratory,relevant
11,restrictive_policy,0.000,0.000,0.000,29,0.000,12158,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,61,0.000,27335,laboratory value,relevant
13,cam_icu_score,0.000,0.000,0.000,17,0.000,33050,clinical score,relevant
14,amylase_unspecified,0.000,0.000,0.000,24,0.000,1841,laboratory value,relevant
15,picco_pulse_pressure_variation,0.000,0.000,0.000,12,0.000,46035,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.000,0.000,0.000,6,0.000,31257,renal replacement therapy,relevant
17,access_pressure_cvvh,0.000,0.000,0.000,31,0.000,512568,renal replacement therapy,relevant
18,return_pressure_cvvh,0.000,0.000,0.000,29,0.000,513487,renal replacement therapy,relevant
19,crrt_duration,0.000,0.000,0.000,2,0.000,3810,renal replacement therapy,relevant
20,blood_flow_cvvh,0.000,0.000,0.000,32,0.000,590993,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.000,0.000,0.000,21,0.000,474071,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.000,0.000,0.000,33,0.000,554389,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.000,0.000,0.000,14,0.000,447966,renal replacement therapy,relevant
25,pain_score_text,0.000,0.000,0.000,36,0.000,42561,clinical score,relevant
26,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,182922,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.000,0.000,0.000,17,0.000,3509,hemodynamics,relevant
28,global_end_diastolic_volume_index,0.000,0.000,0.000,19,0.000,14007,hemodynamics,relevant
29,procalcitonin_unspecified,0.001,0.032,0.002,31,0.032,20482,laboratory value,relevant
30,ntpro_bnp_unspecified,0.000,0.000,0.000,30,0.000,8040,laboratory value,relevant
31,troponin_i_hs,0.000,0.000,0.000,8,0.000,1600,laboratory value,relevant
32,vancomycin_level,0.000,0.000,0.000,18,0.000,1702,laboratory value,relevant
33,nice_adm_source,0.000,0.000,0.000,14,0.000,7036,nice data,relevant
34,pain_score_bps,0.000,0.000,0.000,9,0.000,6492,clinical score,relevant
35,fluid_in_flush,0.000,0.000,0.000,175,0.000,7014,fluid balance,relevant
36,pupil_diameter_right,0.000,0.000,0.000,43,0.000,58478,neurology,relevant
37,avpu_score_text,0.000,0.000,0.000,26,0.000,6384,clinical score,relevant
38,end_tidal_co2_measured,0.000,0.000,0.000,46,0.000,3863793,respiratory,relevant
39,respiratory_rate_measured,0.000,0.000,0.000,39,0.000,3275520,respiratory,relevant
40,nice_covid19Status,0.000,0.000,0.000,5,0.000,2056,nice data,relevant
41,ph_arterial,0.056,0.023,0.032,44,0.023,115825,laboratory value,relevant
42,po2_unspecified,0.000,0.000,0.000,18,0.000,95112,laboratory value,relevant
43,pco2_unspecified,0.000,0.000,0.000,29,0.000,93492,laboratory value,relevant
44,base_excess_unspecified,0.000,0.000,0.000,25,0.000,111169,laboratory value,relevant
45,bicarbonate_actual_unspecified,0.000,0.000,0.000,36,0.000,113650,laboratory value,relevant
46,sodium_unspecified,0.000,0.000,0.000,54,0.000,61766,laboratory value,relevant
47,fio2_set,0.105,0.006,0.011,341,0.006,4862950,respiratory,relevant
48,peak_inspiratory_pressure,0.000,0.000,0.000,46,0.000,4836163,respiratory,relevant
49,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,1478863,respiratory,relevant
50,height_measured,0.000,0.000,0.000,45,0.000,9773,demographics,relevant
51,p01_measured,0.000,0.000,0.000,21,0.000,1547285,respiratory,relevant
52,arterial_bp_diastolic,0.000,0.000,0.000,14,0.000,4215881,hemodynamics,relevant
53,arterial_bp_mean,0.000,0.000,0.000,21,0.000,4283097,hemodynamics,relevant
54,arterial_bp_systolic,0.000,0.000,0.000,14,0.000,4219135,hemodynamics,relevant
55,cardiac_output_unspecified,0.000,0.000,0.000,20,0.000,8867,hemodynamics,relevant
56,central_venous_pressure,0.000,0.000,0.000,27,0.000,2125271,hemodynamics,relevant
57,heart_rate_unspecified,0.000,0.000,0.000,330,0.000,8697461,hemodynamics,relevant
58,nibp_diastolic,0.000,0.000,0.000,10,0.000,30715,hemodynamics,relevant
59,nibp_mean,0.000,0.000,0.000,25,0.000,90795,hemodynamics,relevant
60,nibp_systolic,0.000,0.000,0.000,12,0.000,39394,hemodynamics,relevant
61,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
62,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
63,pulmonary_artery_pressure_mean,0.050,0.143,0.074,7,0.143,17500,hemodynamics,relevant
64,pulmonary_wedge_pressure,0.000,0.000,0.000,7,0.000,127,hemodynamics,relevant
65,heart_rhythm_text,0.000,0.000,0.000,367,0.000,335652,hemodynamics,relevant
66,fluid_in_oral,0.001,0.001,0.001,1545,0.001,33108,fluid balance,relevant
67,fluid_out_emesis_retention,0.012,0.009,0.011,109,0.009,128574,fluid balance,relevant
68,systemic_vascular_resistance_index,0.029,0.067,0.040,15,0.067,72952,hemodynamics,relevant
69,systemic_vascular_resistance,0.000,0.000,0.000,19,0.000,16662,hemodynamics,relevant
70,fluid_out_cvvh_dialysis,0.000,0.000,0.000,62,0.000,37948,fluid balance,relevant
71,stroke_volume_variation,0.000,0.000,0.000,17,0.000,79905,hemodynamics,relevant
72,fluid_out_urine,0.000,0.000,0.000,116,0.000,615336,fluid balance,relevant
73,fluid_out_defecation,0.000,0.000,0.000,96,0.000,72122,fluid balance,relevant
74,fluid_in_tube,0.000,0.000,0.000,412,0.000,191567,fluid balance,relevant
75,temperature_bladder,0.000,0.000,0.000,24,0.000,827909,infectiology,relevant
76,temperature_unspecified,0.000,0.000,0.000,81,0.000,1067737,infectiology,relevant
77,temperature_core,0.000,0.000,0.000,21,0.000,68549,infectiology,relevant
78,stroke_volume_calculated,0.000,0.000,0.000,18,0.000,83682,hemodynamics,relevant
79,stroke_volume_index,0.000,0.000,0.000,19,0.000,89914,hemodynamics,relevant
80,capillary_refill_text,0.000,0.000,0.000,35,0.000,4013,hemodynamics,relevant
81,inspiratory_pressure_above_peep,0.000,0.000,0.000,83,0.000,4219351,respiratory,relevant
82,respiratory_rate_measured_spontaneous,0.000,0.000,0.000,13,0.000,4361619,respiratory,relevant
83,respiratory_rate_measured_ventilator,0.000,0.000,0.000,31,0.000,3895768,respiratory,relevant
84,respiratory_rate_set,0.000,0.000,0.000,48,0.000,2834686,respiratory,relevant
85,peep_unspecified,0.000,0.000,0.000,4,0.000,803539,respiratory,relevant
86,vent_mode_manual,0.000,0.000,0.000,7,0.000,746,respiratory,relevant
87,fluid_out_other,0.000,0.000,0.000,139,0.000,2857,fluid balance,relevant
88,vent_mode,0.000,0.000,0.000,121,0.000,9779084,respiratory,relevant
89,pupil_diameter_left,0.000,0.000,0.000,40,0.000,58937,neurology,relevant
90,pupil_reflex_left,0.000,0.000,0.000,20,0.000,48704,neurology,relevant
91,pupil_reflex_right,0.000,0.000,0.000,21,0.000,63881,neurology,relevant
92,lung_compliance_unspecified,0.000,0.000,0.000,11,0.000,939906,respiratory,relevant
93,tidal_volume_expiratory_unspecified,0.000,0.000,0.000,1,0.000,19097,respiratory,relevant
94,inspiratory_time_perc,0.000,0.000,0.000,3,0.000,7738,respiratory,relevant
95,tidal_volume_inspiratory_unspecified,0.000,0.000,0.000,2,0.000,22013,respiratory,relevant
96,fluid_out_drain,0.000,0.000,0.000,154,0.000,14894,fluid balance,relevant
97,o2_flow_unspecified,0.000,0.000,0.000,285,0.000,114772,respiratory,relevant
98,rass_score,0.000,0.000,0.000,30,0.000,121474,neurology,relevant
99,pain_score_vas,0.000,0.000,0.000,26,0.000,24412,clinical score,relevant
100,plateau_pressure,0.000,0.000,0.000,34,0.000,1000981,respiratory,relevant
101,pressure_trigger,0.000,0.000,0.000,10,0.000,28186,respiratory,relevant
102,fluid_out_flush,0.000,0.000,0.000,20,0.000,512,fluid balance,relevant
103,hemoglobin_unspecified,0.000,0.000,0.000,60,0.000,82405,laboratory value,relevant
104,alkaline_phosphatase_unspecified,0.000,0.000,0.000,38,0.000,25735,laboratory value,relevant
105,asat_unspecified,0.000,0.000,0.000,40,0.000,26799,laboratory value,relevant
106,alat_unspecified,0.000,0.000,0.000,40,0.000,29731,laboratory value,relevant
107,albumin_unspecified,0.000,0.000,0.000,44,0.000,26926,laboratory value,relevant
108,aptt_unspecified,0.000,0.000,0.000,46,0.000,25424,laboratory value,relevant
109,po2_arterial,0.000,0.000,0.000,51,0.000,108867,laboratory value,relevant
110,bilirubin_unspecified,0.000,0.000,0.000,8,0.000,3360,laboratory value,relevant
111,calcium_unspecified,0.000,0.000,0.000,32,0.000,13157,laboratory value,relevant
112,calcium_ionised,0.000,0.000,0.000,25,0.000,143625,laboratory value,relevant
113,creatine_kinase_unspecified,0.500,0.021,0.041,47,0.021,30393,laboratory value,relevant
114,crp_unspecified,0.000,0.000,0.000,44,0.000,45276,laboratory value,relevant
115,creatinine_unspecified,0.000,0.000,0.000,42,0.000,40313,laboratory value,relevant
116,chloride_unspecified,0.000,0.000,0.000,30,0.000,41891,laboratory value,relevant
117,hematocrit_unspecified,0.000,0.000,0.000,45,0.000,50107,laboratory value,relevant
118,fibrinogen_unspecified,0.000,0.000,0.000,30,0.000,11323,laboratory value,relevant
119,phosphate_unspecified,0.000,0.000,0.000,35,0.000,39694,laboratory value,relevant
120,prothrombin_time_inr,0.000,0.000,0.000,52,0.000,17212,laboratory value,relevant
121,leukocytes_unspecified,0.000,0.000,0.000,49,0.000,48021,laboratory value,relevant
122,thrombocytes_unspecified,0.000,0.000,0.000,30,0.000,25298,laboratory value,relevant
123,magnesium_unspecified,0.000,0.000,0.000,36,0.000,38733,laboratory value,relevant
124,ureum_unspecified,0.000,0.000,0.000,42,0.000,42225,laboratory value,relevant
125,prothrombin_time_sec,0.000,0.000,0.000,43,0.000,17795,laboratory value,relevant
126,gamma_gt_unspecified,0.000,0.000,0.000,39,0.000,27179,laboratory value,relevant
127,d_dimer_unspecified,0.000,0.000,0.000,37,0.000,18580,laboratory value,relevant
128,anion_gap_unspecified,0.000,0.000,0.000,11,0.000,14941,laboratory value,relevant
129,lactate_unspecified,0.000,0.000,0.000,23,0.000,36347,laboratory value,relevant
130,ammonia_unspecified,0.000,0.000,0.000,20,0.000,355,laboratory value,relevant
131,creatine_kinase_mb_activity,0.000,0.000,0.000,17,0.000,1013,laboratory value,relevant
132,tobramycin_trough_level,0.000,0.000,0.000,6,0.000,29,laboratory value,relevant
133,tobramycin_peak_level,0.000,0.000,0.000,5,0.000,7,laboratory value,relevant
134,glucose_measured_unspecified,0.000,0.000,0.000,635,0.000,113429,laboratory value,relevant
135,gender_text,0.000,0.000,0.000,10,0.000,3313,demographics,relevant
136,cough_reflex_text,0.000,0.000,0.000,20,0.000,31079,respiratory,relevant
137,height_unspecified,0.000,0.000,0.000,4,0.000,379,demographics,relevant
138,so2_arterial,0.000,0.000,0.000,44,0.000,1232293,laboratory value,relevant
139,pco2_arterial,0.000,0.000,0.000,42,0.000,107459,laboratory value,relevant
