concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.088,0.000,0.001,43919666,16594,1
medication,0.000,0.000,0.000,0.000,1756408,11179,836
laboratory value,0.004,0.006,0.004,0.003,4282334,6523,362
fluid balance,0.001,0.004,0.001,0.001,1857012,3037,30
respiratory,0.002,0.002,0.002,0.001,103463188,2520,133
hemodynamics,0.002,0.012,0.002,0.003,43068334,1140,63
infectiology,0.000,0.000,0.000,0.000,3068654,441,30
renal replacement therapy,0.002,0.001,0.002,0.001,8598448,418,45
clinical score,0.000,0.000,0.000,0.000,1565834,312,30
nice data,0.003,0.000,0.003,0.000,57535,295,58
position,0.000,0.000,0.000,0.000,113041,223,3
neurology,0.000,0.000,0.000,0.000,411326,200,13
demographics,0.006,0.063,0.006,0.011,856141,159,11
sofa score,0.000,0.000,0.000,0.000,570207,123,27
lda,0.008,0.017,0.008,0.011,3400,119,8
admission information,0.018,0.005,0.018,0.007,16719,55,8
