,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.0,0.0,0.0,46,0.0,61789,laboratory value,relevant
1,unmapped,0.03260869565217391,0.0001545197012619109,0.0003075818936791921,19415,0.0001545197012619109,49015019,unmapped,irrelevant
2,temperature_source_text,0.02127659574468085,0.0136986301369863,0.016666666666666663,73,0.0136986301369863,39782,infectiology,relevant
3,tracheostomy_size,0.0,0.0,0.0,11,0.0,4456,respiratory,relevant
4,gcs_motor,0.0,0.0,0.0,38,0.0,75138,neurology,relevant
5,gcs_eye,0.0,0.0,0.0,46,0.0,64113,neurology,relevant
6,gcs_verbal,0.0,0.0,0.0,40,0.0,64589,neurology,relevant
7,crrt_mode,0.0,0.0,0.0,38,0.0,284079,renal replacement therapy,relevant
8,type_administered_o2,0.022727272727272728,0.0029069767441860465,0.005154639175257733,344,0.0029069767441860465,65817,respiratory,relevant
9,fio2_hiflow,0.0,0.0,0.0,6,0.0,7915,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.14285714285714285,0.014285714285714285,0.025974025974025972,70,0.014285714285714285,158647,respiratory,relevant
11,restrictive_policy,0.0041841004184100415,0.03571428571428571,0.00749063670411985,28,0.03571428571428571,12151,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,61,0.0,27335,laboratory value,relevant
13,cam_icu_score,0.0,0.0,0.0,17,0.0,33050,clinical score,relevant
14,amylase_unspecified,0.0,0.0,0.0,23,0.0,1840,laboratory value,relevant
15,picco_pulse_pressure_variation,0.0,0.0,0.0,12,0.0,46035,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.0,0.0,0.0,6,0.0,31257,renal replacement therapy,relevant
17,access_pressure_cvvh,0.0,0.0,0.0,30,0.0,512377,renal replacement therapy,relevant
18,return_pressure_cvvh,0.0,0.0,0.0,29,0.0,513487,renal replacement therapy,relevant
19,crrt_duration,0.0,0.0,0.0,1,0.0,498,renal replacement therapy,relevant
20,blood_flow_cvvh,0.0,0.0,0.0,30,0.0,587571,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.0,0.0,0.0,21,0.0,474071,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.0,0.0,0.0,33,0.0,554389,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.0,0.0,0.0,14,0.0,447966,renal replacement therapy,relevant
25,pain_score_text,0.0,0.0,0.0,28,0.0,39058,clinical score,relevant
26,substitution_volume_cvvh,0.0,0.0,0.0,6,0.0,162746,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.0,0.0,0.0,17,0.0,3509,hemodynamics,relevant
