concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.00016718680338831922,0.03896103896103896,0.00016718680338831922,0.00033294489761944395,45481293,17944,1
medication,0.00044056745087672923,0.00023243270665951077,0.00044056745087672923,0.0002751933810299776,1811846,11349,840
laboratory value,0.006729667812142039,0.012194637210640971,0.006729667812142039,0.005592069458282442,5348644,6984,362
fluid balance,0.0012143290831815423,0.0014680135709954428,0.0012143290831815423,0.0011386412935969082,2365816,3294,30
respiratory,0.0021216407355021216,0.0010186434388684334,0.0021216407355021216,0.00117431778499671,108155197,2828,135
hemodynamics,0.0024057738572574178,0.021124508343834728,0.0024057738572574178,0.002901038739308652,43337614,1247,63
infectiology,0.0021008403361344537,0.004201680672268907,0.0021008403361344537,0.0028011204481792717,3126270,476,30
renal replacement therapy,0.00234192037470726,0.0002788000446080071,0.00234192037470726,0.0004982809307887788,8645485,427,45
clinical score,0.0,0.0,0.0,0.0,1593714,357,30
nice data,0.01,0.010577200577200577,0.01,0.006029411764705882,58055,300,59
position,0.0,0.0,0.0,0.0,120421,247,3
neurology,0.0,0.0,0.0,0.0,477901,243,13
demographics,0.0,0.0,0.0,0.0,860739,181,11
lda,0.0,0.0,0.0,0.0,3890,130,8
sofa score,0.0,0.0,0.0,0.0,571912,125,27
admission information,0.017543859649122806,0.007894736842105263,0.017543859649122806,0.010889292196007263,16802,57,9
