,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.0,0.0,0.0,25,0.0,51348,laboratory value,relevant
1,unmapped,0.037037037037037035,0.0021321961620469083,0.004032258064516129,938,0.0021321961620469083,26773413,unmapped,irrelevant
2,fio2_hiflow,0.0,0.0,0.0,3,0.0,5723,respiratory,relevant
3,o2_flow_high_flow_oxygen,0.0,0.0,0.0,14,0.0,149827,respiratory,relevant
4,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,26,0.0,16864,laboratory value,relevant
5,amylase_unspecified,0.0,0.0,0.0,3,0.0,1161,laboratory value,relevant
6,picco_pulse_pressure_variation,0.0,0.0,0.0,6,0.0,36725,hemodynamics,relevant
7,ultrafiltration_cvvh_measured,0.0,0.0,0.0,3,0.0,30774,renal replacement therapy,relevant
8,access_pressure_cvvh,0.0,0.0,0.0,23,0.0,504138,renal replacement therapy,relevant
9,return_pressure_cvvh,0.0,0.0,0.0,23,0.0,504097,renal replacement therapy,relevant
10,crrt_duration,0.0,0.0,0.0,1,0.0,498,renal replacement therapy,relevant
11,blood_flow_cvvh,0.0,0.0,0.0,14,0.0,180811,renal replacement therapy,relevant
12,effluent_pressure_cvvh,0.0,0.0,0.0,18,0.0,469693,renal replacement therapy,relevant
13,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,95884,fluid balance,relevant
14,ultrafiltration_cvvh_set,0.0,0.0,0.0,18,0.0,515601,renal replacement therapy,relevant
15,substitution_volume_cvvh,0.0,0.0,0.0,4,0.0,97433,renal replacement therapy,relevant
16,procalcitonin_unspecified,0.0,0.0,0.0,13,0.0,12070,laboratory value,relevant
17,glucose_measured_unspecified,0.0,0.0,0.0,68,0.0,103913,laboratory value,relevant
18,pupil_diameter_right,0.0,0.0,0.0,1,0.0,240,neurology,relevant
19,end_tidal_co2_measured,0.0,0.0,0.0,33,0.0,3798969,respiratory,relevant
20,ph_arterial,0.0,0.0,0.0,24,0.0,63898,laboratory value,relevant
21,po2_unspecified,0.0,0.0,0.0,8,0.0,22906,laboratory value,relevant
22,pco2_unspecified,0.0,0.0,0.0,11,0.0,24546,laboratory value,relevant
23,base_excess_unspecified,0.0,0.0,0.0,14,0.0,59930,laboratory value,relevant
24,bicarbonate_actual_unspecified,0.0,0.0,0.0,15,0.0,61991,laboratory value,relevant
25,sodium_unspecified,0.0,0.0,0.0,27,0.0,51117,laboratory value,relevant
26,fio2_set,0.0,0.0,0.0,33,0.0,4238929,respiratory,relevant
27,peak_inspiratory_pressure,0.0,0.0,0.0,33,0.0,4564264,respiratory,relevant
28,tidal_volume_expiratory_measured,0.0,0.0,0.0,4,0.0,1478863,respiratory,relevant
29,p01_measured,0.0,0.0,0.0,15,0.0,1897728,respiratory,relevant
30,arterial_bp_diastolic,0.0,0.0,0.0,10,0.0,4031569,hemodynamics,relevant
31,arterial_bp_mean,0.0,0.0,0.0,15,0.0,4254298,hemodynamics,relevant
32,arterial_bp_systolic,0.0,0.0,0.0,10,0.0,4032628,hemodynamics,relevant
33,heart_rate_unspecified,0.0,0.0,0.0,46,0.0,8514562,hemodynamics,relevant
34,nibp_diastolic,0.0,0.0,0.0,9,0.0,29407,hemodynamics,relevant
