concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.006006006006006006,0.021114864864864864,0.006006006006006006,0.00865434832826137,2101214,1332,198
unmapped,0.001287001287001287,0.2,0.001287001287001287,0.002557544757033248,25062922,777,1
respiratory,0.00390625,0.015299479166666666,0.00390625,0.0058367898441427845,88311124,768,99
hemodynamics,0.009259259259259259,0.009553203997648441,0.009259259259259259,0.007716049382716049,39815450,324,53
fluid balance,0.004,0.024,0.004,0.006857142857142858,886990,250,17
medication,0.0,0.0,0.0,0.0,335063,213,78
renal replacement therapy,0.0,0.0,0.0,0.0,6548018,200,26
infectiology,0.0,0.0,0.0,0.0,2791927,94,14
clinical score,0.0,0.0,0.0,0.0,1029835,63,14
demographics,0.0,0.0,0.0,0.0,857892,48,7
sofa score,0.0,0.0,0.0,0.0,17108,23,8
neurology,0.0,0.0,0.0,0.0,24014,16,6
