concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.020714285714285713,0.05269557823129251,0.020714285714285713,0.024549627273311482,3168417,1400,201
unmapped,0.0021321961620469083,0.037037037037037035,0.0021321961620469083,0.004032258064516129,26773413,938,1
respiratory,0.0072992700729927005,0.0032548822341617258,0.0072992700729927005,0.0039581428288534585,89655116,822,104
hemodynamics,0.008928571428571428,0.010361552028218693,0.008928571428571428,0.00819327731092437,39965881,336,54
fluid balance,0.003278688524590164,0.018032786885245903,0.003278688524590164,0.005548549810844894,1031202,305,18
medication,0.0,0.0,0.0,0.0,353499,231,82
renal replacement therapy,0.004901960784313725,0.0006684491978609625,0.004901960784313725,0.001176470588235294,6550538,204,26
infectiology,0.0,0.0,0.0,0.0,2793810,97,14
clinical score,0.0,0.0,0.0,0.0,1214765,74,14
demographics,0.0,0.0,0.0,0.0,860369,54,7
sofa score,0.0,0.0,0.0,0.0,22017,29,11
neurology,0.0,0.0,0.0,0.0,49939,21,7
