concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.024,0.085,0.024,0.023,3213994,1433,202
unmapped,0.006,0.049,0.006,0.010,28289672,1208,1
respiratory,0.039,0.086,0.039,0.045,91979094,903,105
hemodynamics,0.031,0.094,0.031,0.037,40251174,423,54
fluid balance,0.009,0.025,0.009,0.012,1101519,346,19
medication,0.017,0.051,0.017,0.025,355165,234,83
renal replacement therapy,0.009,0.006,0.009,0.007,6598157,216,26
infectiology,0.000,0.000,0.000,0.000,2815845,110,14
clinical score,0.000,0.000,0.000,0.000,1401845,87,14
demographics,0.000,0.000,0.000,0.000,872991,68,7
sofa score,0.000,0.000,0.000,0.000,25012,32,12
neurology,0.067,0.058,0.067,0.062,72683,30,8
nice data,0.000,0.000,0.000,0.000,1290,1,1
