concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.006,0.021,0.006,0.009,2101214,1332,198
unmapped,0.001,0.200,0.001,0.003,25062922,777,1
respiratory,0.004,0.015,0.004,0.006,88311124,768,99
hemodynamics,0.009,0.010,0.009,0.008,39815450,324,53
fluid balance,0.004,0.024,0.004,0.007,886990,250,17
medication,0.000,0.000,0.000,0.000,335063,213,78
renal replacement therapy,0.000,0.000,0.000,0.000,6548018,200,26
infectiology,0.000,0.000,0.000,0.000,2791927,94,14
clinical score,0.000,0.000,0.000,0.000,1029835,63,14
demographics,0.000,0.000,0.000,0.000,857892,48,7
sofa score,0.000,0.000,0.000,0.000,17108,23,8
neurology,0.000,0.000,0.000,0.000,24014,16,6
