concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.05365853658536585,0.14413136102848187,0.05365853658536585,0.06648466556824989,3218569,1435,202
unmapped,0.026119402985074626,0.08045977011494253,0.026119402985074626,0.039436619718309855,29141596,1340,1
respiratory,0.05217391304347826,0.08990397998264131,0.05217391304347826,0.055726804963101194,92123991,920,105
hemodynamics,0.0389908256880734,0.044514229848822404,0.0389908256880734,0.0355090993741482,40328034,436,54
fluid balance,0.05113636363636364,0.1122203197903629,0.05113636363636364,0.0635847892059,1108187,352,19
medication,0.02564102564102564,0.053418803418803416,0.02564102564102564,0.031054131054131053,355165,234,83
renal replacement therapy,0.02727272727272727,0.02481648785996612,0.02727272727272727,0.025621783876500857,6646821,220,27
infectiology,0.043478260869565216,0.03686429512516469,0.043478260869565216,0.03985261606484893,2828951,115,14
clinical score,0.022988505747126436,0.017624521072796932,0.022988505747126436,0.01696770662287904,1401845,87,14
demographics,0.0,0.0,0.0,0.0,878418,78,7
sofa score,0.05714285714285714,0.05784832451499119,0.05714285714285714,0.039472174411933444,28882,35,13
neurology,0.125,0.11695075757575757,0.125,0.11726190476190478,74227,32,8
nice data,0.0,0.0,0.0,0.0,2580,2,2
