concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.00382262996941896,0.027086063783311493,0.00382262996941896,0.005052970729576235,1942638,1308,195
respiratory,0.005361930294906166,0.03496425379803396,0.005361930294906166,0.007625650981479769,87547462,746,97
unmapped,0.002789400278940028,0.047619047619047616,0.002789400278940028,0.005270092226613966,24608313,717,1
hemodynamics,0.0,0.0,0.0,0.0,39599928,311,53
fluid balance,0.008733624454148471,0.16375545851528384,0.008733624454148471,0.016256799203248292,788138,229,16
medication,0.0,0.0,0.0,0.0,302939,197,78
renal replacement therapy,0.0,0.0,0.0,0.0,6538959,195,26
infectiology,0.0,0.0,0.0,0.0,2594517,82,14
clinical score,0.01818181818181818,0.21818181818181817,0.01818181818181818,0.033566433566433566,1024403,55,13
demographics,0.0,0.0,0.0,0.0,857892,48,7
sofa score,0.0,0.0,0.0,0.0,17108,23,8
neurology,0.0,0.0,0.0,0.0,21231,14,5
