,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.0,0.0,0.0,24,0.0,0.0,50991,laboratory value,relevant
1,unmapped,0.047619047619047616,0.002789400278940028,0.005270092226613966,717,0.002789400278940028,0.002789400278940028,24608313,unmapped,irrelevant
2,fio2_hiflow,0.0,0.0,0.0,2,0.0,0.0,5394,respiratory,relevant
3,o2_flow_high_flow_oxygen,0.0,0.0,0.0,14,0.0,0.0,149827,respiratory,relevant
4,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,26,0.0,0.0,16864,laboratory value,relevant
5,amylase_unspecified,0.0,0.0,0.0,3,0.0,0.0,1161,laboratory value,relevant
6,picco_pulse_pressure_variation,0.0,0.0,0.0,6,0.0,0.0,36725,hemodynamics,relevant
7,ultrafiltration_cvvh_measured,0.0,0.0,0.0,3,0.0,0.0,30774,renal replacement therapy,relevant
8,access_pressure_cvvh,0.0,0.0,0.0,23,0.0,0.0,504138,renal replacement therapy,relevant
9,return_pressure_cvvh,0.0,0.0,0.0,21,0.0,0.0,503116,renal replacement therapy,relevant
10,crrt_duration,0.0,0.0,0.0,1,0.0,0.0,498,renal replacement therapy,relevant
11,blood_flow_cvvh,0.0,0.0,0.0,13,0.0,0.0,177734,renal replacement therapy,relevant
12,effluent_pressure_cvvh,0.0,0.0,0.0,17,0.0,0.0,468903,renal replacement therapy,relevant
13,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,0.0,95884,fluid balance,relevant
14,ultrafiltration_cvvh_set,0.0,0.0,0.0,16,0.0,0.0,510589,renal replacement therapy,relevant
15,substitution_volume_cvvh,0.0,0.0,0.0,4,0.0,0.0,97433,renal replacement therapy,relevant
16,procalcitonin_unspecified,0.0,0.0,0.0,13,0.0,0.0,12070,laboratory value,relevant
17,glucose_measured_unspecified,0.0,0.0,0.0,59,0.0,0.0,90427,laboratory value,relevant
18,end_tidal_co2_measured,0.0,0.0,0.0,32,0.0,0.0,3716577,respiratory,relevant
19,ph_arterial,1.0,0.041666666666666664,0.07999999999999999,24,0.041666666666666664,0.041666666666666664,63898,laboratory value,relevant
20,po2_unspecified,0.0,0.0,0.0,8,0.0,0.0,22906,laboratory value,relevant
21,pco2_unspecified,0.0,0.0,0.0,11,0.0,0.0,24546,laboratory value,relevant
22,base_excess_unspecified,0.0,0.0,0.0,14,0.0,0.0,59930,laboratory value,relevant
23,bicarbonate_actual_unspecified,0.0,0.0,0.0,15,0.0,0.0,61991,laboratory value,relevant
24,sodium_unspecified,0.0,0.0,0.0,26,0.0,0.0,50972,laboratory value,relevant
25,fio2_set,0.0,0.0,0.0,25,0.0,0.0,3919944,respiratory,relevant
26,peak_inspiratory_pressure,0.0,0.0,0.0,31,0.0,0.0,4521354,respiratory,relevant
27,tidal_volume_expiratory_measured,0.0,0.0,0.0,4,0.0,0.0,1478863,respiratory,relevant
28,p01_measured,0.0,0.0,0.0,15,0.0,0.0,1897728,respiratory,relevant
29,arterial_bp_diastolic,0.0,0.0,0.0,10,0.0,0.0,4031569,hemodynamics,relevant
30,arterial_bp_mean,0.0,0.0,0.0,13,0.0,0.0,4080237,hemodynamics,relevant
31,arterial_bp_systolic,0.0,0.0,0.0,10,0.0,0.0,4032628,hemodynamics,relevant
32,heart_rate_unspecified,0.0,0.0,0.0,35,0.0,0.0,8476777,hemodynamics,relevant
33,nibp_diastolic,0.0,0.0,0.0,9,0.0,0.0,29407,hemodynamics,relevant
34,nibp_mean,0.0,0.0,0.0,12,0.0,0.0,54488,hemodynamics,relevant
35,nibp_systolic,0.0,0.0,0.0,9,0.0,0.0,29435,hemodynamics,relevant
36,fluid_in_oral,0.0,0.0,0.0,26,0.0,0.0,12011,fluid balance,relevant
37,fluid_out_urine,0.0,0.0,0.0,40,0.0,0.0,364635,fluid balance,relevant
38,fluid_out_defecation,1.0,0.034482758620689655,0.06666666666666667,29,0.034482758620689655,0.034482758620689655,31188,fluid balance,relevant
39,fluid_in_tube,0.5,0.058823529411764705,0.10526315789473684,17,0.058823529411764705,0.058823529411764705,47106,fluid balance,relevant
40,temperature_bladder,0.0,0.0,0.0,5,0.0,0.0,787563,infectiology,relevant
41,inspiratory_pressure_above_peep,0.0,0.0,0.0,45,0.0,0.0,3427293,respiratory,relevant
42,respiratory_rate_measured_spontaneous,0.0,0.0,0.0,9,0.0,0.0,4250445,respiratory,relevant
43,respiratory_rate_measured_ventilator,0.0,0.0,0.0,24,0.0,0.0,3730960,respiratory,relevant
44,peep_unspecified,0.0,0.0,0.0,4,0.0,0.0,803539,respiratory,relevant
45,pupil_diameter_left,0.0,0.0,0.0,1,0.0,0.0,242,neurology,relevant
46,lung_compliance_unspecified,0.0,0.0,0.0,5,0.0,0.0,911018,respiratory,relevant
47,tidal_volume_expiratory_unspecified,0.0,0.0,0.0,1,0.0,0.0,19097,respiratory,relevant
48,inspiratory_time_perc,0.0,0.0,0.0,1,0.0,0.0,2923,respiratory,relevant
49,tidal_volume_inspiratory_unspecified,0.0,0.0,0.0,2,0.0,0.0,22013,respiratory,relevant
50,o2_flow_unspecified,0.0,0.0,0.0,23,0.0,0.0,46445,respiratory,relevant
51,plateau_pressure,0.0,0.0,0.0,19,0.0,0.0,965336,respiratory,relevant
52,saturation_o2_peripheral,0.0,0.0,0.0,24,0.0,0.0,2007732,respiratory,relevant
53,pressure_trigger,0.0,0.0,0.0,2,0.0,0.0,616,respiratory,relevant
54,alkaline_phosphatase_unspecified,0.0,0.0,0.0,25,0.0,0.0,16014,laboratory value,relevant
