concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.007,0.022,0.007,0.009,1893059,1266,192
respiratory,0.001,0.003,0.001,0.002,84050063,715,97
unmapped,0.000,0.000,0.000,0.000,23995197,656,1
hemodynamics,0.000,0.000,0.000,0.000,38718082,279,53
fluid balance,0.005,0.000,0.005,0.001,679105,196,16
medication,0.000,0.000,0.000,0.000,290453,194,78
renal replacement therapy,0.000,0.000,0.000,0.000,5689878,185,26
infectiology,0.013,0.192,0.013,0.024,2592589,78,14
clinical score,0.000,0.000,0.000,0.000,1024403,55,13
demographics,0.000,0.000,0.000,0.000,853946,44,7
sofa score,0.000,0.000,0.000,0.000,15863,20,7
neurology,0.000,0.000,0.000,0.000,19769,12,4
