concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.4721835883171071,0.607469602661327,0.4721835883171071,0.4942953225440686,3229677,1438,202
unmapped,0.8305322128851541,0.46840442338072663,0.8305322128851541,0.598989898989899,29654188,1428,1
respiratory,0.48452508004268946,0.6794351743893396,0.48452508004268946,0.5371735099633823,92355335,937,105
hemodynamics,0.5945945945945946,0.6926406073464896,0.5945945945945946,0.6257364752802855,40386866,444,54
fluid balance,0.49014084507042255,0.6169167869167869,0.49014084507042255,0.4983342026435058,1120589,355,20
medication,0.7777777777777778,0.7851071767738435,0.7777777777777778,0.765241550961365,355165,234,83
renal replacement therapy,0.46396396396396394,0.6855464159811986,0.46396396396396394,0.5394782563358415,6647660,222,27
infectiology,0.5517241379310345,0.7391082684464221,0.5517241379310345,0.598623114001312,2830829,116,14
clinical score,0.7159090909090909,0.8493006993006993,0.7159090909090909,0.7542958027055974,1403624,88,14
demographics,0.5063291139240507,0.6584869346361685,0.5063291139240507,0.5478481012658228,878609,79,7
sofa score,0.5277777777777778,0.5925925925925927,0.5277777777777778,0.5398148148148149,30172,36,13
neurology,0.53125,0.5646306818181819,0.53125,0.5235615079365079,74227,32,8
nice data,0.0,0.0,0.0,0.0,2580,2,2
