concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.021,0.053,0.021,0.025,3168417,1400,201
unmapped,0.002,0.037,0.002,0.004,26773413,938,1
respiratory,0.007,0.003,0.007,0.004,89655116,822,104
hemodynamics,0.009,0.010,0.009,0.008,39965881,336,54
fluid balance,0.003,0.018,0.003,0.006,1031202,305,18
medication,0.000,0.000,0.000,0.000,353499,231,82
renal replacement therapy,0.005,0.001,0.005,0.001,6550538,204,26
infectiology,0.000,0.000,0.000,0.000,2793810,97,14
clinical score,0.000,0.000,0.000,0.000,1214765,74,14
demographics,0.000,0.000,0.000,0.000,860369,54,7
sofa score,0.000,0.000,0.000,0.000,22017,29,11
neurology,0.000,0.000,0.000,0.000,49939,21,7
