concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
laboratory value,0.14881780250347706,0.30789378616733637,0.14881780250347706,0.17103609948608464,3229677,1438,202
unmapped,0.0860597439544808,0.09409020217729394,0.0860597439544808,0.0898959881129272,29496362,1406,1
respiratory,0.17433155080213902,0.2666090763659027,0.17433155080213902,0.18059780601094594,92286543,935,105
hemodynamics,0.10983981693363844,0.20945149434851956,0.10983981693363844,0.11865648208897636,40329205,437,54
fluid balance,0.17464788732394365,0.27308052996340615,0.17464788732394365,0.17911038826262282,1120589,355,20
medication,0.13247863247863248,0.21274024073797831,0.13247863247863248,0.1408626486224327,355165,234,83
renal replacement therapy,0.1891891891891892,0.34992619992619983,0.1891891891891892,0.2257674573712309,6647660,222,27
infectiology,0.20689655172413793,0.29630708294501396,0.20689655172413793,0.22274676153986495,2830829,116,14
clinical score,0.12643678160919541,0.10194307608100711,0.12643678160919541,0.09340659340659341,1401845,87,14
demographics,0.26582278481012656,0.18523339020938323,0.26582278481012656,0.20694450425190503,878609,79,7
sofa score,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.3388227513227513,30172,36,13
neurology,0.25,0.2942708333333333,0.25,0.2638640873015873,74227,32,8
nice data,0.0,0.0,0.0,0.0,2580,2,2
