,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.194,0.001,0.001,12661,0.001,0.001,33463480,unmapped,irrelevant
1,temperature_source_text,0.024,0.037,0.029,27,0.037,0.037,7468,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,6,0.000,0.000,1143,respiratory,relevant
3,gcs_motor,0.000,0.000,0.000,32,0.000,0.000,52566,neurology,relevant
4,gcs_eye,0.000,0.000,0.000,28,0.000,0.000,53803,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,33,0.000,0.000,53090,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,9,0.000,0.000,261784,renal replacement therapy,relevant
7,type_administered_o2,0.000,0.000,0.000,177,0.000,0.000,62923,respiratory,relevant
8,fio2_hiflow,0.000,0.000,0.000,3,0.000,0.000,6633,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.091,0.018,0.030,56,0.018,0.018,154221,respiratory,relevant
10,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,30,0.000,0.000,6130,laboratory value,relevant
12,cam_icu_score,0.000,0.000,0.000,13,0.000,0.000,21863,clinical score,relevant
13,amylase_unspecified,0.000,0.000,0.000,6,0.000,0.000,395,laboratory value,relevant
14,picco_pulse_pressure_variation,0.028,0.250,0.050,4,0.250,0.250,29726,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.000,0.000,0.000,4,0.000,0.000,30867,renal replacement therapy,relevant
16,access_pressure_cvvh,0.000,0.000,0.000,12,0.000,0.000,44770,renal replacement therapy,relevant
17,return_pressure_cvvh,0.000,0.000,0.000,7,0.000,0.000,38454,renal replacement therapy,relevant
18,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.000,0.000,0.000,18,0.000,0.000,528217,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.000,0.000,0.000,6,0.000,0.000,10470,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.000,0.000,0.000,16,0.000,0.000,522959,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,424847,renal replacement therapy,relevant
24,pain_score_text,0.000,0.000,0.000,22,0.000,0.000,47283,clinical score,relevant
25,substitution_volume_cvvh,0.000,0.000,0.000,6,0.000,0.000,162746,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.000,0.000,0.000,8,0.000,0.000,1230,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.000,0.000,0.000,11,0.000,0.000,11962,hemodynamics,relevant
28,procalcitonin_unspecified,0.000,0.000,0.000,22,0.000,0.000,11332,laboratory value,relevant
29,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
30,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,1599,laboratory value,relevant
31,glucose_measured_unspecified,0.000,0.000,0.000,685,0.000,0.000,79101,laboratory value,relevant
32,pain_score_bps,0.000,0.000,0.000,2,0.000,0.000,4371,clinical score,relevant
33,fluid_in_flush,0.000,0.000,0.000,128,0.000,0.000,6067,fluid balance,relevant
34,pupil_diameter_right,0.000,0.000,0.000,11,0.000,0.000,20602,neurology,relevant
35,end_tidal_co2_measured,0.000,0.000,0.000,36,0.000,0.000,3703357,respiratory,relevant
36,respiratory_rate_measured,0.000,0.000,0.000,17,0.000,0.000,2623572,respiratory,relevant
37,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
38,ph_arterial,0.000,0.000,0.000,32,0.000,0.000,58001,laboratory value,relevant
39,po2_unspecified,0.000,0.000,0.000,6,0.000,0.000,13515,laboratory value,relevant
40,pco2_unspecified,0.000,0.000,0.000,10,0.000,0.000,15054,laboratory value,relevant
41,base_excess_unspecified,0.000,0.000,0.000,17,0.000,0.000,42394,laboratory value,relevant
42,bicarbonate_actual_unspecified,0.000,0.000,0.000,16,0.000,0.000,35955,laboratory value,relevant
43,sodium_unspecified,0.000,0.000,0.000,15,0.000,0.000,7605,laboratory value,relevant
44,potassium_unspecified,0.000,0.000,0.000,10,0.000,0.000,7683,laboratory value,relevant
45,fio2_set,0.231,0.030,0.053,100,0.030,0.030,3541399,respiratory,relevant
46,peak_inspiratory_pressure,0.000,0.000,0.000,18,0.000,0.000,4373984,respiratory,relevant
47,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
48,p01_measured,0.024,0.071,0.036,14,0.071,0.071,1884363,respiratory,relevant
49,arterial_bp_diastolic,0.000,0.000,0.000,10,0.000,0.000,4031569,hemodynamics,relevant
50,arterial_bp_mean,0.000,0.000,0.000,15,0.000,0.000,4251600,hemodynamics,relevant
51,arterial_bp_systolic,0.000,0.000,0.000,10,0.000,0.000,4032628,hemodynamics,relevant
52,cardiac_output_unspecified,0.000,0.000,0.000,13,0.000,0.000,6837,hemodynamics,relevant
53,central_venous_pressure,0.000,0.000,0.000,8,0.000,0.000,1492554,hemodynamics,relevant
54,heart_rate_unspecified,0.000,0.000,0.000,211,0.000,0.000,5209573,hemodynamics,relevant
55,nibp_diastolic,0.000,0.000,0.000,9,0.000,0.000,29407,hemodynamics,relevant
56,nibp_mean,0.000,0.000,0.000,17,0.000,0.000,59544,hemodynamics,relevant
57,nibp_systolic,0.000,0.000,0.000,9,0.000,0.000,29435,hemodynamics,relevant
58,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,0.000,5021,hemodynamics,relevant
