concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.002,0.115,0.002,0.005,36969786,16797,1
laboratory value,0.020,0.078,0.020,0.023,2737647,5062,321
medication,0.009,0.019,0.009,0.009,811591,4662,695
respiratory,0.016,0.049,0.016,0.018,95164877,3006,122
fluid balance,0.012,0.057,0.012,0.015,831798,2316,27
hemodynamics,0.003,0.009,0.003,0.004,37970594,1303,63
nice data,0.053,0.042,0.053,0.038,51848,266,59
infectiology,0.008,0.008,0.008,0.008,1902435,261,28
neurology,0.004,0.012,0.004,0.006,497705,251,13
clinical score,0.009,0.040,0.009,0.015,1329527,221,28
renal replacement therapy,0.009,0.004,0.009,0.005,6909401,221,37
position,0.000,0.000,0.000,0.000,53160,149,3
demographics,0.008,0.090,0.008,0.015,23588,122,11
admission information,0.000,0.000,0.000,0.000,16470,58,9
lda,0.049,0.228,0.049,0.080,915,41,7
sofa score,0.000,0.000,0.000,0.000,96254,32,22
