concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.052,0.212,0.052,0.083,40597029,24673,1
laboratory value,0.252,0.253,0.252,0.232,2765856,5375,322
medication,0.060,0.097,0.060,0.057,821786,4710,695
respiratory,0.122,0.137,0.122,0.117,97050493,4472,123
fluid balance,0.269,0.125,0.269,0.137,879827,2447,28
hemodynamics,0.115,0.196,0.115,0.123,38060319,2074,63
infectiology,0.216,0.197,0.216,0.183,1925380,282,28
neurology,0.366,0.213,0.366,0.248,532647,279,13
nice data,0.146,0.165,0.146,0.098,53227,268,59
clinical score,0.282,0.163,0.282,0.188,1516116,262,28
renal replacement therapy,0.214,0.241,0.214,0.168,6993183,248,39
position,0.186,0.039,0.186,0.064,72969,156,4
demographics,0.356,0.200,0.356,0.218,30599,146,11
admission information,0.017,0.003,0.017,0.005,16558,60,9
sofa score,0.298,0.127,0.298,0.156,109769,47,27
lda,0.262,0.044,0.262,0.068,920,42,7
