,overall,relevant,irrelevant
1,0.6990734398946962,0.6359125637045363,0.7510352296617188
2,0.8894053699906567,0.801156227607887,0.9625863847772304
3,1.0152438426738313,0.8863254083441499,1.1254794665382366
4,1.1152143717414025,0.9532490669359062,1.2583908589433
5,1.1945251730526327,0.9988426652539445,1.3737754743279154
6,1.2630683536784053,1.0231292960326148,1.4914225331514448
7,1.315838259271005,1.0530339279613141,1.5703699015724975
8,1.4127999778479214,1.0656673606535099,1.7648143460169419
9,1.5282514736411865,1.079018405093177,1.9973724855518256
10,1.5855856946268452,1.094476919655918,2.1026356434465625
