,overall,relevant,irrelevant
1,0.7321547055927742,0.5040307283763278,0.9198299067608161
2,0.837576193921972,0.6726621257311294,0.971789538747198
3,0.8679148304458364,0.723532141011851,0.9834216235401558
4,0.8804556398980828,0.7453841082079478,0.9866811434077055
5,0.8886815947991413,0.7591284741308235,0.9890029865939888
6,0.8947416269930624,0.7698101832042753,0.989935139200687
7,0.8976307198179153,0.7748407486653044,0.9903725526292793
8,0.9001218360577952,0.779008554076619,0.9909254315487959
9,0.9019222979154021,0.7809134555346012,0.9926061038177034
10,0.9034732704170788,0.7836624344852767,0.9927858952596308
